tau	chr	start	end	name	Kidney	Salivary-gland	Spleen	Heart	Jejunum	Horn	Ileum	Bone-marrow	Skin	Blood	Brain	Testis	Adipose	Duodenal	Rumen	Muscle
NA	14	30870423	30874612	MSTRG.14755.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018428	0.0
0.91898	14	31104591	31108947	MSTRG.14764.4	0.0	0.09178	0.0	0.01627	0.0	1.573378	0.0	2.069433	0.0	1.024243	0.206433	0.724567	0.011041	0.772035	2.694096	0.0
0.99068	14	31944674	31955480	MSTRG.14769.1	1.164159	0.0	0.0	0.0	0.048057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02148	0.0
0.97811	14	31140841	31201473	MSTRG.14791.1	0.0	0.013185	0.0	0.0	0.990584	0.0	0.0	0.0	0.0	0.0	1.033571	1.307342	0.0	0.0	1.056514	0.0
0.79727	14	31194819	31201473	MSTRG.14791.2	0.672665	0.685979	0.590061	0.938939	2.186996	1.030066	0.410746	2.838991	0.721066	1.264408	2.192979	1.642486	0.790382	1.305685	1.782705	0.862683
0.97283	14	33634095	33678691	MSTRG.14803.1	0.0	0.005624	0.0	0.308727	0.02606	0.0	0.0	0.0	0.154531	0.029962	2.174094	0.042766	0.0	0.0	1.37227	0.591566
NA	14	33634243	33678691	MSTRG.14803.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.620993	0.0	0.0	0.0	0.611741	0.0
0.98415	14	34116427	34120029	MSTRG.14813.15	0.113027	0.016159	0.305177	0.077186	2.774177	0.0696	0.052674	0.040231	0.10964	0.417553	0.158378	0.061918	0.101992	0.103882	1.274562	0.0
0.89572	14	33938843	34013423	MSTRG.14814.1	0.0	0.0	0.0	0.0	3.018871	0.22528	0.0	0.0	2.720921	0.04647	0.061892	0.047915	0.080809	0.144704	2.069594	0.0
NA	14	34307351	34314852	MSTRG.14816.1	0.0	0.0	0.0	0.0	0.0	0.0	0.02724	0.0	0.0	0.049673	0.005726	0.004258	0.009061	0.042868	0.039026	0.0
0.96788	14	34329242	34337786	MSTRG.14819.1	0.374045	0.595139	0.163283	0.075968	0.38902	0.09361	0.169184	0.434055	0.110706	0.056477	0.155912	1.236663	0.211572	0.579055	1.554049	0.0
1.00000	14	35166199	35167709	MSTRG.14825.1	0.0	0.02753	0.0	0.0	0.060333	0.0	0.0	2.638972	0.0	0.0	0.0	0.088491	0.0	0.0	0.795043	0.0
0.91132	14	35442241	35447301	MSTRG.14835.1	0.269862	0.148781	0.0	0.590107	0.999801	0.340084	0.562392	1.744624	0.173822	0.309966	0.359148	1.432554	1.463576	0.509267	0.946248	0.0
1.00000	14	35453953	35459261	MSTRG.14837.1	0.0	0.073441	0.0	0.265257	0.223484	0.064906	0.0	1.941761	0.44373	0.967924	0.0	0.921829	0.403725	0.326566	0.882263	0.0
1.00000	14	35825155	35873973	MSTRG.14850.1	0.0	0.04369	0.0	0.0	0.070989	0.031584	0.0	0.819136	0.039327	0.0	0.622099	0.146089	1.503031	0.094434	0.52134	0.05345
NA	14	35827392	35874259	MSTRG.14850.2	0.0	0.040933	0.0	0.0	0.0	0.0	0.0	0.724503	0.0	0.0	0.215228	0.133981	0.796808	0.0	0.004163	0.0
1.00000	14	35827529	35873973	MSTRG.14850.3	0.0	0.00945	0.0	0.0	0.0	0.073507	0.0	0.163418	0.0	0.0	0.13679	0.211807	1.380218	0.012517	0.0	0.0
0.97841	14	35827573	35874259	MSTRG.14850.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.408665	0.0	0.0	0.565554	0.388426	1.32938	0.0	0.0	0.0
0.95974	14	35827688	35848104	MSTRG.14850.5	0.0	0.039493	0.0	0.07078	0.268683	0.0	0.0	1.915131	0.0	0.0	0.907448	0.124719	2.933198	0.0	0.213472	0.109488
NA	14	36396734	36407561	MSTRG.14855.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002242	0.00577	0.0
NA	14	36427404	36432526	MSTRG.14856.1	0.112366	0.024477	0.115945	0.093516	0.018771	0.084534	0.0	0.0	0.00503	0.0	0.0	0.041118	0.033663	0.045022	0.36658	0.119056
0.92227	14	36591588	36596339	MSTRG.14863.1	0.095811	0.292808	0.87857	0.230239	0.380472	0.310731	0.326067	1.427551	1.034136	0.60724	1.19349	1.226985	0.078048	0.535615	0.774985	0.342128
0.98218	14	37136455	37166451	MSTRG.14873.1	0.0	0.049074	0.0	0.0	3.268769	0.077632	0.0	0.0	0.0	0.374103	0.15154	0.089033	0.027465	0.133012	1.372467	0.0
NA	14	37278174	37281900	MSTRG.14879.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206753	0.0
1.00000	14	37479611	37504476	MSTRG.14886.1	0.0	0.0	0.0	0.0	0.060059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005592	0.059937	1.02554	0.0
1.00000	14	37595539	37597974	MSTRG.14889.3	0.0	0.033402	0.0	0.646227	0.000355	0.0	0.0	0.0	0.0	0.0	0.273482	0.397739	0.0	0.0	0.722641	2.636802
0.94919	14	37595662	37599066	MSTRG.14889.5	0.0	0.278559	0.0	1.164563	0.0	0.0	0.0	0.0	0.050505	0.0	1.666979	0.700013	0.0	0.0	0.743694	2.387997
0.97407	14	37595696	37599066	MSTRG.14889.6	0.050533	0.02681	0.108574	0.94836	0.015277	0.081056	0.0	0.0	0.323778	0.0	1.650942	0.259838	0.0	0.028204	1.007723	3.700869
1.00000	14	37595737	37609357	MSTRG.14889.7	0.0	0.042724	0.0	0.902963	0.123077	0.060271	0.0	0.0	0.0	0.0	0.417972	0.184334	0.0	0.0	0.409256	3.745528
1.00000	14	37595786	37609357	MSTRG.14889.9	0.0	0.0	0.0	0.449689	0.0	0.0	0.0	0.0	0.0	0.0	0.327178	0.044765	0.0	0.0	0.0	3.384532
1.00000	14	38713615	38740179	MSTRG.14921.1	0.008541	0.002422	0.0	0.009009	3.238913	0.0	0.024731	0.0	0.0	0.0	0.004266	0.003242	0.003558	0.147032	0.501401	0.0
1.00000	14	39354507	39404823	MSTRG.14930.1	0.0	0.0	0.0	0.0	0.108848	0.0	0.0	0.0	0.0	0.0	1.856511	0.0	0.0	0.0	0.583051	0.0
0.93149	14	39809294	39851316	MSTRG.14942.1	0.0	0.0	0.0	0.032107	0.036705	1.065466	0.049328	2.361811	0.0	0.0	2.45473	0.047002	0.962034	0.144324	0.370759	0.178793
0.90396	14	39811123	39851144	MSTRG.14942.2	0.0	0.0	0.0	0.0	0.0	1.598698	0.0	2.396819	0.0	0.0	2.203713	0.0	0.737496	0.380585	0.353239	0.0
NA	14	39811123	39829678	MSTRG.14942.3	0.0	0.0	0.0	0.0	0.0	0.019295	0.0	0.0	0.0	0.0	0.807396	0.0	0.045001	0.0	0.0	0.0
0.94831	14	39811149	39845751	MSTRG.14942.4	0.0	0.0	0.0	0.0	0.024994	0.213349	0.0	1.42351	0.0	0.0	0.420231	0.0	1.314973	0.052069	0.634201	0.0
1.00000	14	39811160	39851144	MSTRG.14942.5	0.0	0.0	0.0	0.0	0.0	2.084378	0.0	0.0	0.0	0.0	0.0	0.0	0.816272	0.0	0.0	0.0
1.00000	14	40589209	40601764	MSTRG.14957.1	0.0	0.0	0.0	0.0	0.0	0.068841	0.0	1.405751	0.0	0.0	0.0	0.0	0.126551	0.0	0.567697	0.0
0.96308	14	40589209	40664296	MSTRG.14957.2	0.0	0.0	0.0	0.0	0.0	0.849891	0.0	1.07032	0.0	0.0	0.0	0.0	0.84038	0.0	1.038355	0.0
0.90120	14	40589214	40646626	MSTRG.14957.3	0.0	0.0	0.0	0.0	0.0	1.99907	0.0	1.659363	0.112795	0.0	0.0	0.01704	2.245987	0.0	0.382449	0.0
1.00000	14	40589220	40662625	MSTRG.14957.4	0.0	0.0	0.0	0.0	0.0	0.41407	0.0	1.820084	0.0	0.0	0.0	0.0	0.783428	0.0	0.0	0.0
0.96709	14	41373693	41374033	MSTRG.14977.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19599	1.474529	0.0	0.0	0.0	0.240596	0.0	0.0	0.0
0.95435	14	41740349	41864868	MSTRG.14994.1	0.278773	0.0	0.0	0.0	0.916384	0.102317	0.0	0.0	2.722779	0.0	0.179315	0.110033	0.0	0.0	4.318687	0.0
1.00000	14	41786209	41845069	MSTRG.14995.1	0.0	0.0	0.0	0.0	0.58165	0.0	0.0	0.0	0.0	0.0	0.145181	0.090122	0.0	0.021583	2.985895	0.0
0.95955	14	41944718	41947296	MSTRG.14998.1	0.385569	0.058885	0.0	0.217024	1.993809	0.210539	0.4286	0.704814	1.520009	0.099759	0.612359	0.168424	0.057659	0.096314	0.462307	0.0
0.97139	14	41995663	41999690	MSTRG.15000.1	0.153292	0.017147	0.245821	0.047423	2.2236	0.051758	0.706224	0.0	0.610944	7.137661	0.037223	0.127209	0.014695	0.122165	1.045163	0.0
1.00000	14	42278321	42278797	MSTRG.15007.1	0.0	0.0	0.0	0.0	0.038729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.536124	0.0
1.00000	14	42627942	42630032	MSTRG.15017.1	0.0	0.0	0.0	1.674175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.388478	0.0
0.77926	14	43232449	43234650	MSTRG.15044.1	1.355296	1.823774	0.919331	0.815087	5.233201	0.704901	1.53628	2.096758	1.124133	3.030854	1.713177	1.525552	0.999206	8.634244	3.392465	0.432571
0.99822	14	43288200	43289449	MSTRG.15045.1	0.052722	0.031993	0.0	0.0	1.030982	0.0	0.104156	0.0	0.0	0.0	0.083992	0.106183	0.0	0.708809	3.131621	0.0
1.00000	14	43339987	43361038	MSTRG.15046.1	0.0	0.03468	0.0	0.0	4.480456	0.0	0.154958	0.0	0.0	0.0	0.256718	0.0	0.0	0.77428	0.923085	0.0
NA	14	43696377	43697408	MSTRG.15058.1	0.0	0.0	0.000689	0.005026	0.002684	0.000862	0.0	0.0	0.0	0.0	0.001356	0.0	0.000451	0.0	0.000816	0.0
NA	14	43703860	43712684	MSTRG.15059.1	0.0	0.0	0.052986	0.0	0.224447	0.001451	0.0	0.0	0.0	0.0	0.283901	0.0	0.000463	0.0	0.065078	0.0
NA	14	43705021	43712684	MSTRG.15059.2	0.0	0.0	0.00618	0.003706	0.0	0.000695	0.0	0.0	0.0	0.0	0.40163	0.0	5.8e-05	0.0	0.028461	0.0
0.78949	14	43825670	43838623	MSTRG.15067.6	0.0	2.471527	1.69873	0.0	1.881568	0.0	0.0	0.0	0.0	0.0	1.774415	2.902837	0.07995	0.258137	2.064345	0.0
NA	14	43825453	43911128	MSTRG.15068.1	0.0	0.0	0.0	0.0	0.011199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	14	43961104	43965216	MSTRG.15069.1	0.035161	0.008356	0.031315	0.038049	0.405672	0.0	0.0	0.0	0.0	0.0	0.111054	0.019751	0.0	0.030165	2.626608	0.0
1.00000	14	44247931	44250728	MSTRG.15073.1	0.0	0.006863	0.0	0.0	3.204495	0.0	0.048251	0.0	0.039836	0.249135	0.027769	0.0	0.0	0.0	0.591106	0.0
0.83362	14	44478391	44492119	MSTRG.15081.1	0.160226	0.587273	0.664953	1.673749	1.306066	0.586788	0.308521	6.034042	1.533745	0.068595	1.31048	0.346063	3.483514	0.536279	6.898592	1.342164
1.00000	14	44479027	44485399	MSTRG.15081.2	0.0	0.210746	0.0	0.096362	0.177595	0.025708	0.0	2.418777	0.101067	0.0	0.177176	0.018815	0.196295	0.171526	0.208217	0.0
1.00000	14	44484180	44492119	MSTRG.15081.3	0.0	0.282534	0.0	0.0	0.230476	0.103627	0.0	0.0	0.891659	0.0	0.410678	0.0	0.0	0.31275	6.547321	0.0
1.00000	14	44488080	44492119	MSTRG.15081.4	0.0	0.004356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0213	0.0	0.076514	0.0	1.729844	0.0
0.98482	14	44550506	44556559	MSTRG.15086.1	0.123474	0.0	0.0	0.0	1.708463	0.058695	0.0	0.0	0.0	0.0	0.268255	10.51248	0.0	0.0	0.787663	0.0
0.99609	14	44552143	44555690	MSTRG.15087.1	0.0	0.0	0.0	0.178353	0.738776	0.0	0.0	0.0	0.019594	0.020468	0.0	8.354753	0.013998	0.038518	1.132472	0.0
1.00000	1	4957236	4957900	MSTRG.151.1	0.0	0.0	0.0	0.0	0.312277	0.0	0.0	0.0	22.751703	0.0	0.0	0.0	0.0	0.0	0.580199	0.0
NA	14	44983321	45024273	MSTRG.15111.1	0.0	0.338699	0.0	0.0	0.046901	0.0	0.027079	0.24471	0.08787	0.016374	0.09994	0.005879	0.073052	0.050108	0.108671	0.0
NA	14	44983796	44987010	MSTRG.15111.2	0.059938	0.026505	0.0	0.0	9.4e-05	0.0	1e-06	0.17598	6e-06	0.0	0.140803	2.7e-05	1.4e-05	0.012973	0.017663	0.0
0.97905	14	45064964	45096649	MSTRG.15113.1	0.395277	0.0	0.0	0.193939	0.0	0.0544	0.0	1.699546	0.0	0.0	1.181372	0.0	0.268733	0.0	0.047208	0.0
NA	14	45281422	45624840	MSTRG.15115.3	0.0	0.0	0.0	0.025677	0.0	0.0	0.0	0.0	0.0	0.0	0.972554	0.033314	0.0	0.0	0.246503	0.0
0.95045	14	46163587	46300382	MSTRG.15125.1	0.060049	0.04562	0.155245	0.075027	8.118006	0.087151	0.081251	0.127765	0.160561	0.096278	0.160402	0.157397	0.074232	0.340957	4.742287	0.0
NA	14	46163617	46184709	MSTRG.15125.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062303	0.0	0.0
0.94923	14	46184732	46264538	MSTRG.15125.3	0.020713	0.0	0.10675	0.025404	8.185522	0.074473	0.04376	0.023509	0.061159	0.055904	0.113974	0.098051	0.053845	0.286686	4.958817	0.003382
0.85982	14	47408114	47430637	MSTRG.15151.1	0.226211	0.009499	2.623398	0.73931	5.18196	0.436651	1.015216	0.383334	0.284446	1.942836	1.624346	0.770978	0.655466	0.559161	3.782538	0.0
0.82540	14	47626001	47667338	MSTRG.15155.1	0.556498	1.750725	0.878027	0.52881	1.414166	2.309181	1.76642	1.21945	2.579331	9.890008	1.319491	2.219812	1.124849	1.786784	2.160504	0.634987
0.94340	14	47737751	47755595	MSTRG.15158.1	0.176218	0.169329	1.019304	0.097294	0.585284	0.50574	0.371746	0.219305	0.260167	1.254418	0.365598	0.37873	0.149545	0.578698	1.18927	0.0
1.00000	14	48905730	48909593	MSTRG.15193.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.200335	0.0	0.0	1.870893	0.0
NA	14	48666041	48722048	MSTRG.15194.1	0.0	0.0	0.0	0.0	0.121505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.307934	0.0
NA	14	48903855	48918878	MSTRG.15195.1	0.0	0.0	0.0	0.0	0.007002	0.011708	0.0	0.0	0.01727	0.007453	0.010108	0.0	0.0	0.0	0.054257	0.0
NA	1	64079666	64083115	MSTRG.1525.1	0.04144	0.0	0.0	0.0	0.118848	0.052298	0.0	0.0	0.0	0.0	0.144689	0.114649	0.054007	0.0	0.098871	0.0
1.00000	14	53245694	53246293	MSTRG.15278.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.952129	0.0
1.00000	14	53470030	53470380	MSTRG.15287.1	0.0	0.0	0.0	0.0	0.269482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.122233	0.0
NA	1	64269707	64299821	MSTRG.1530.1	0.071075	0.004795	0.038247	0.032959	0.119065	0.0	0.0	0.0	0.015882	0.021219	0.022387	0.0	0.0	0.141703	0.154641	0.0
NA	14	54463939	54498204	MSTRG.15310.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.280563	0.0	0.0	0.0	0.0	0.0
0.96461	1	64275417	64277284	MSTRG.1531.11	0.458554	0.170285	1.081082	0.480455	1.062929	0.335273	0.225563	0.318441	0.870534	0.604778	0.633632	0.505013	0.322675	0.542662	1.299345	0.059634
1.00000	14	54785298	54786766	MSTRG.15319.1	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	1.809384	0.0	0.418395	0.0	0.0	0.137889	0.735344	0.0
NA	1	64333712	64334201	MSTRG.1533.1	0.043386	0.0	0.0	0.0	0.272476	0.0	0.157694	0.0	0.0	0.193835	0.213485	0.10368	0.052893	0.040407	0.093054	0.0
0.96898	14	56023912	56070245	MSTRG.15353.1	0.242184	0.309436	0.0	0.371656	0.209457	0.0	0.190026	0.0	1.23198	0.17135	0.41668	0.745456	0.092796	0.207875	1.565691	0.0
1.00000	14	56085627	56092910	MSTRG.15355.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07397	1.121035	0.706186	0.0
0.97876	14	57131680	57145646	MSTRG.15379.1	0.0	0.0	0.0	0.0	0.158832	0.0	0.0	0.0	0.0	0.0	1.225533	0.0	0.0	0.0	1.893155	0.0
1.00000	14	57741762	57749651	MSTRG.15385.1	0.0	0.0	0.0	0.0	0.338814	0.10161	0.0	0.0	0.0	0.065672	0.146544	0.049913	0.0	0.033172	3.119659	0.0
1.00000	14	58287468	58294304	MSTRG.15405.13	0.0	0.002836	0.0	0.0	2.372589	0.039013	0.026871	0.0	0.0	0.002553	0.114805	0.047609	0.009675	0.049985	0.810884	0.0
0.94923	14	57942447	57961055	MSTRG.15406.1	0.113522	0.190416	0.0	0.55476	0.769102	0.028328	0.015791	0.012933	0.450414	0.082671	0.111893	0.278922	2.275363	0.294299	1.870249	0.0
1.00000	14	57942607	57992795	MSTRG.15406.2	0.203664	0.45283	0.0	0.11146	0.353604	0.534112	0.0	1.592803	0.034788	0.913366	0.698863	0.119499	0.639272	0.472495	0.773275	0.0
NA	14	57942722	57961055	MSTRG.15406.3	0.020288	0.019436	0.0	0.0	0.019461	0.0	0.0	0.0	0.023943	0.0	0.0	0.0	0.055808	0.0	0.105894	0.0
1.00000	14	58281603	58326794	MSTRG.15407.1	0.0	0.0	0.569144	0.0	0.661385	0.0	0.0	0.0	0.0	0.0	0.125005	0.0	0.0	0.146759	3.485728	0.0
1.00000	14	58973494	58973771	MSTRG.15409.1	0.0	0.0	0.0	0.0	0.542055	0.0	0.0	0.0	1.423706	0.0	0.127601	0.0	0.038253	0.077329	0.951029	0.0
0.99682	1	5140294	5148773	MSTRG.154.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283.606537	0.0	0.0	0.0	0.0	0.0	1.308906	0.0
1.00000	14	59343178	59344615	MSTRG.15410.1	0.0	0.0	1.37817	0.598704	0.0	0.167954	0.0	0.0	0.0	0.0	0.618342	0.307775	0.140312	0.0	0.826555	0.0
0.79625	1	64563316	64651593	MSTRG.1542.1	0.306816	0.850323	1.043437	0.56768	0.430688	0.461318	1.365563	1.70816	1.715052	0.627595	5.316821	3.543808	0.936401	2.161375	3.144974	1.642086
1.00000	1	64607964	64651593	MSTRG.1542.2	0.0	0.0	0.0	0.0	1.187673	0.0	0.0	0.0	0.0	0.0	0.46211	0.0	0.0	0.956693	0.0	0.143406
0.98605	14	61057923	61059416	MSTRG.15445.1	0.1778	0.071238	0.106975	0.105053	1.231937	0.075889	0.279153	0.225337	0.338199	0.582598	0.739429	0.264426	0.177738	0.366564	2.710265	0.063595
NA	14	61058015	61059416	MSTRG.15445.2	0.055158	0.0	0.0	0.004589	0.496365	0.0	0.0	0.0	0.0	0.016243	0.017366	0.0	0.0	0.030301	0.810268	0.0
0.97448	14	61162254	61168611	MSTRG.15449.1	0.0	0.0	0.0	0.0	0.020298	0.0	0.0	0.0	1.157015	0.0	0.0	0.0	0.130523	0.0	1.463741	0.0
0.99314	1	64843554	64904466	MSTRG.1545.1	0.0	0.086145	0.0	0.084745	1.093293	0.0	0.0	0.0	0.0	0.185574	0.108807	0.088245	0.050383	0.108935	2.379866	0.0
NA	1	64861282	64908023	MSTRG.1546.1	0.007051	0.008056	0.0	0.0	0.023306	0.001228	0.0	0.006139	0.002445	0.007055	0.013722	0.0	0.015256	0.008729	0.01868	0.0
1.00000	14	61524459	61553928	MSTRG.15461.4	0.0	0.0	0.0	0.079179	0.477042	0.0	1.268043	0.0	0.0	0.0	0.0	0.0	0.0	0.124394	0.437072	0.0
NA	1	64861645	65038027	MSTRG.1546.2	0.0	0.0	0.0	0.059921	0.065662	0.141859	0.0	0.06691	0.007015	0.140331	0.07245	0.0	0.146252	0.0	0.40332	0.0
NA	1	64861822	64881617	MSTRG.1546.3	0.0	0.015901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02371	0.0	0.0	0.0	0.063984	0.0
NA	1	64861887	64973852	MSTRG.1546.4	0.0	0.0	0.0	0.0	0.168878	0.0	0.0	0.0	0.0	0.028644	0.0	0.0	0.0	0.0	0.0	0.0
NA	1	64862048	64908202	MSTRG.1546.5	0.196414	0.046626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073592	0.0	0.0	0.228802	0.40595	0.0
1.00000	14	61664981	61668502	MSTRG.15467.1	0.060835	0.030137	0.0	0.0	0.025301	0.016546	0.129973	0.0	0.711768	0.112921	0.02657	0.0	0.044503	0.144266	2.230163	0.0
0.99145	14	62129114	62133539	MSTRG.15474.1	0.478607	0.059785	0.2887	0.051933	0.280322	0.093146	1.581058	0.0	0.140846	0.094995	0.370723	0.367247	0.040346	0.094068	1.060504	0.085159
0.87290	1	65025071	65080612	MSTRG.1548.1	0.0	0.079978	0.085733	0.0	2.123889	0.353471	0.205433	0.0	3.84898	1.825997	0.432184	0.038901	0.057876	2.405353	1.4001	0.0
0.97189	14	62003694	62013780	MSTRG.15493.1	0.0	0.0	0.032057	0.018385	3.66289	0.024186	0.028812	0.0	0.035869	0.063237	0.117181	0.01183	0.034204	0.061955	1.728881	0.0
NA	14	62126537	62126906	MSTRG.15494.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001089	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	14	62443157	62455551	MSTRG.15496.1	0.0	0.0	0.0	0.0	0.460617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.963118	0.0
0.96460	14	62782080	62791769	MSTRG.15498.1	0.0	1.361083	0.0	0.0	1.034755	0.101379	0.0	0.0	0.109804	0.542731	0.0	0.0	0.0	0.088505	1.905883	0.0
1.00000	14	62784066	62791769	MSTRG.15498.2	0.0	0.001668	0.0	0.0	0.0	0.0	0.0	0.0	1.044101	0.0	0.0	0.0	0.0	0.0	0.08601	0.0
NA	14	62888943	62891367	MSTRG.15499.1	0.0	0.004899	0.0	0.0	0.0	0.0	0.0	0.0	5e-06	0.0	0.0	0.0	0.0	0.0	0.007105	0.0
NA	14	62888989	62891367	MSTRG.15499.2	0.0	0.000118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0
1.00000	14	62889145	62911694	MSTRG.15499.3	0.040404	0.895439	0.0	0.0	0.085083	0.050362	0.0	0.0	0.739733	0.0	0.0	0.024862	0.0	0.275176	1.007733	0.0
NA	14	62889183	62891367	MSTRG.15499.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003322	0.0	0.0	0.0	0.0	0.0	0.000749	0.0
1.00000	14	62929630	62933213	MSTRG.15505.1	0.0	0.357075	0.0	0.0	0.059192	0.0	0.0	0.0	0.126752	0.0	0.0	0.0	0.0	0.0	1.729106	0.0
NA	14	63158925	63226660	MSTRG.15517.1	0.0	0.007264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.98292	14	63198606	63205048	MSTRG.15518.1	0.0	0.014218	0.0	0.133892	0.677761	0.0	2.677515	0.0	0.385471	0.0	0.0	0.145117	0.0	0.128027	0.338136	1.287053
0.94305	14	63376484	63413730	MSTRG.15522.1	0.189986	0.01022	0.603821	0.361597	7.177271	0.591421	0.198109	0.044745	0.239412	2.753769	0.788738	0.128392	0.216419	0.533703	1.95557	0.0
0.96756	14	63414937	63429876	MSTRG.15523.3	0.095272	0.038792	0.0	0.0	2.806204	0.926484	0.18116	0.061415	0.0	1.652284	0.981928	0.242229	0.173351	0.810352	0.934433	0.0
NA	14	63432234	63437136	MSTRG.15525.1	0.017638	0.0	0.0	0.0	0.126227	0.026369	0.0	0.0	0.054534	0.223342	0.829898	0.048393	0.0	0.021189	0.640876	0.0
1.00000	14	63440569	63451275	MSTRG.15526.1	0.0	0.0	0.0	0.0	0.04144	0.0	0.0	0.0	1.148229	0.0	0.256427	0.0	0.0	0.0	0.513389	0.0
1.00000	14	63534383	63621854	MSTRG.15533.1	0.0	0.620403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.359541	0.0	0.0	1.736901	0.0
0.80681	14	63631641	63652986	MSTRG.15536.1	0.202153	0.430035	4.280778	0.124954	3.000677	1.183117	0.502304	0.715601	2.125901	2.96071	0.584197	0.459608	0.42293	0.562674	3.026202	0.141601
NA	14	63632487	63633615	MSTRG.15536.2	0.0	0.210202	0.0	0.0	0.0	0.0	0.021164	0.0	0.736679	0.0	0.0	0.0	0.0	0.0	0.376921	0.0
1.00000	14	63979474	63996267	MSTRG.15548.1	0.08347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.225533	0.0	0.072913	0.0	0.104466	0.0
1.00000	14	66033582	66035310	MSTRG.15568.1	0.0	0.226158	0.298086	0.234522	0.0	0.387498	0.0	0.316838	0.716814	0.068418	0.134781	0.737112	0.624458	0.105735	7.06516	0.0
NA	14	66050995	66051618	MSTRG.15569.1	0.0	0.0	0.319958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.599718	0.0
1.00000	14	65197988	65203809	MSTRG.15574.1	0.011543	0.014905	0.085214	0.011933	4.229451	0.021426	0.050814	0.0	0.006331	0.115636	0.06286	0.022368	0.026328	0.054167	0.972401	0.0
0.94637	14	65333695	65334770	MSTRG.15578.1	0.182784	0.0	0.0	0.0	3.944769	1.298016	1.05841	0.0	0.0	0.0	0.0	2.19542	0.748208	0.054163	0.797123	0.0
1.00000	14	65343139	65365687	MSTRG.15579.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.415508	0.251218	0.0	1.780289	0.0
1.00000	1	65505916	65540804	MSTRG.1558.1	1.227051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207358	0.683517	0.0
0.98235	14	66246908	66247304	MSTRG.15593.1	0.0	0.0	0.0	0.0	0.203206	0.0	0.0	0.0	2.04069	0.0	0.0	0.0	0.0	0.0	1.207841	0.0
1.00000	14	66850506	66852793	MSTRG.15609.2	0.065093	0.0	0.22058	0.071754	0.0	0.0	0.0	0.0	0.0	0.0	1.817969	0.577456	0.197166	0.0	0.348868	0.0
0.97504	14	67708092	67720633	MSTRG.15623.1	0.34085	0.261289	0.361634	0.185787	0.543272	0.791799	0.225916	0.883664	0.558906	0.0	1.098051	0.473436	0.574085	1.283871	0.867951	0.540068
NA	1	65943844	65944548	MSTRG.1564.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004118	0.0
