tau	chr	start	end	transcript_id	Testis	Duodenal	Muscle	Horn	Spleen	Rumen	Salivary-gland	Blood	Heart	Skin	Kidney	Jejunum	Ileum	Bone-marrow	Adipose	Brain
0.87173	21	68167476	68167746	MSTRG.33928.1	1.6103	2.746293	0.0	0.0	0.820427	7.908034	0.659593	0.545605	0.178102	2.874417	0.927903	0.854299	2.576965	1.431911	1.139445	0.623293
0.92067	1	141516214	141516554	MSTRG.3393.1	0.088161	15.31993	0.0	0.0	0.0	2.391925	0.190232	0.0	0.0	1.87893	1.2311	3.080886	1.50957	0.0	0.0	0.172328
0.75523	21	68218540	68218718	MSTRG.33931.1	1.15459	0.0	0.0	2.295361	0.0	7.463899	0.0	8.712528	2.007567	0.0	0.0	0.504295	1.758857	0.0	7.211628	5.618453
0.97658	21	68218559	68218718	MSTRG.33931.2	0.0	0.0	0.0	0.0	0.0	6.251166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.903753
0.64176	21	68218628	68218718	MSTRG.33931.3	1.014185	2.953671	0.0	0.754279	1.418339	5.523923	2.991716	7.528337	1.130027	2.640785	4.907047	0.531719	0.810095	4.902093	2.404352	4.242107
NA	21	68231911	68231922	MSTRG.33932.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124148
NA	1	141487714	141493337	MSTRG.3395.1	0.0	0.056885	0.0	0.0	0.0	0.106587	0.007776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	21	68702009	68702152	MSTRG.33951.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231478
0.98065	21	69034456	69034544	MSTRG.33960.1	0.0	0.0	0.0	1.443575	0.0	1.924726	0.0	0.0	0.0	0.0	0.0	0.105547	0.0	0.0	0.0	33.799999
1.00000	21	69034456	69034544	MSTRG.33960.2	0.0	0.0	0.0	0.287518	0.0	0.511852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.397672
1.00000	21	69034456	69034544	MSTRG.33960.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.348072
0.86715	21	68268804	68268882	MSTRG.33962.1	0.0	0.0	0.0	1.057121	0.403194	14.769927	0.074896	3.092696	0.0	0.468122	0.289513	1.729396	0.898506	2.998927	1.53484	8.221744
0.73694	21	68272429	68275455	MSTRG.33963.1	1.25442	2.814476	0.203647	0.838848	3.90915	13.830078	0.622903	0.431667	2.255682	1.044294	1.893553	7.970736	1.186608	5.551885	1.258322	7.804104
0.94180	21	68272549	68275455	MSTRG.33963.2	0.0	0.0	0.0	0.0	0.0	2.710648	0.160326	0.0	0.537853	0.0	0.0	0.286642	0.0	2.388281	0.0	0.0
0.71472	21	68278490	68278762	MSTRG.33964.1	2.318896	1.89059	0.381768	2.248102	2.619967	13.512453	0.235294	1.031439	1.234312	2.477781	2.440397	7.077171	0.895621	3.95291	1.227761	10.100166
NA	21	68305513	68305732	MSTRG.33966.1	0.00176	0.005456	3.9e-05	0.004067	0.013071	0.011971	0.000322	0.011799	0.002129	0.0	0.005227	0.000822	0.001543	0.025826	0.002608	0.001419
1.00000	1	141620648	141620942	MSTRG.3397.1	0.07525	0.113545	0.095274	0.0	0.132661	0.193332	0.096395	1.172511	0.21736	0.044254	0.25102	0.126679	0.124067	0.0	0.069303	0.018759
NA	1	141620648	141620942	MSTRG.3397.2	0.001829	0.0	0.0	0.0	0.0	0.0	0.0	0.246247	0.003985	0.01754	0.0	0.000846	0.060236	0.0	0.0	0.0
1.00000	21	69088245	69089005	MSTRG.33972.1	0.807553	0.596873	0.0	0.0	0.0	0.775842	0.0	0.289873	0.0	0.11381	0.0	0.534476	0.0	0.69905	0.0	12.977205
NA	1	141620966	141620990	MSTRG.3397.3	0.011237	0.263403	0.0	0.0	0.0	0.009858	0.0	0.689364	0.076585	0.096199	0.094403	0.151763	0.072315	0.0	0.025887	0.0
0.93430	21	69158256	69158317	MSTRG.33978.1	0.11731	0.158115	0.0	0.0	0.0	4.454422	0.0	1.132164	0.0	5.164969	0.0	0.0	0.0	0.0	0.388616	0.0
0.99012	21	69199690	69199914	MSTRG.33983.1	0.0	0.0	11.507692	0.373806	0.107105	0.745307	0.277307	0.069704	1.436058	0.016152	0.325918	0.033467	0.0	0.0	0.043028	0.465561
1.00000	21	69199690	69199914	MSTRG.33983.2	0.0	0.0	21.512873	0.025771	0.0	0.145524	0.0	0.0	0.0	0.140019	0.0	0.0	0.0	0.0	0.143213	0.0
NA	21	69199375	69199471	MSTRG.33983.3	0.0	0.0	0.7671	0.0	0.0	0.871841	0.288401	0.0	0.478396	0.0	0.0	0.0	0.0	0.0	0.30095	0.149993
1.00000	21	69198056	69198115	MSTRG.33983.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.213728	0.0	0.028265	0.0	0.0	0.0	0.0	0.0
0.48162	21	69236935	69237576	MSTRG.33989.1	2.202078	3.63451	1.706885	1.163964	1.679618	5.175992	3.660098	1.799987	1.74387	2.562672	3.137999	3.090561	2.933264	3.851396	0.964657	4.135259
NA	21	69237194	69237576	MSTRG.33989.2	0.110092	0.0	0.0	0.0	0.0	0.023173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.43250	21	69247653	69247951	MSTRG.33990.1	2.960684	9.719703	0.0	0.740677	2.624845	12.036732	8.190368	4.323701	2.499488	2.39906	3.254438	9.779949	8.680574	8.193841	4.995196	8.695415
0.99074	21	69264242	69265374	MSTRG.33992.1	0.539927	0.380532	0.0	0.540422	0.0	1.18087	0.890087	8.543393	0.192466	1.140634	0.10909	0.23962	0.658683	0.0	0.097153	0.212157
0.94236	21	69337595	69339030	MSTRG.33994.1	0.088332	0.751542	0.0	0.0	0.0	5.293966	0.159357	0.0	0.408128	0.257462	0.229499	0.062404	0.341792	0.0	0.0	4.224298
0.92778	21	69387443	69387682	MSTRG.33998.1	0.0	0.727268	0.0	0.0	0.0	6.463811	1.005273	0.0	0.854138	6.899463	0.734991	0.0	0.0	0.0	1.247199	0.0
NA	21	69519812	69520227	MSTRG.34007.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033066	0.0	0.0	0.0	0.0	0.0	0.0
0.93510	1	141728930	141729826	MSTRG.3401.1	0.0	5.31515	0.0	0.18355	0.0	1.644201	0.430683	0.0	0.0	0.0	0.459235	9.27116	0.566563	0.0	0.0	0.0
0.58539	21	69577963	69578258	MSTRG.34012.1	5.115381	3.52409	3.558729	3.142892	0.0	10.499265	5.246426	0.0	2.436271	2.133618	2.712388	0.391217	1.342941	4.412218	2.46889	10.277514
0.90162	21	69821082	69821167	MSTRG.34014.1	0.0	0.648958	0.0	0.0	0.0	3.237555	0.0	0.423948	0.0	3.250288	0.0	1.758895	0.973576	0.0	0.0	0.0
0.58584	21	69744512	69744580	MSTRG.34018.1	4.467353	5.91816	0.0	0.65936	9.404873	21.282448	5.418657	0.384868	58.649746	7.911373	10.073327	2.753599	2.997	10.397548	17.344084	28.418488
0.94661	21	69689818	69697177	MSTRG.34022.11	0.77525	0.353522	0.0	0.282805	0.730009	1.347416	0.330382	0.090977	0.239647	0.102529	0.420125	0.376424	0.478403	0.303169	0.238757	1.451159
0.69770	21	69690027	69697177	MSTRG.34022.12	2.990422	1.549983	0.0	1.523073	0.829663	2.813655	2.23503	0.997593	0.809317	0.819971	3.385747	0.376108	2.864254	2.820628	0.895569	4.788339
0.58954	21	69671956	69672531	MSTRG.34023.1	3.210082	4.615617	0.0	1.777109	2.899296	6.977924	2.550729	0.927573	2.560067	0.920466	3.539962	2.063766	2.793422	4.960235	1.510814	8.511182
NA	21	69677263	69677509	MSTRG.34024.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07866
NA	21	69685532	69685546	MSTRG.34025.1	0.0	0.003574	0.0	0.0	0.0	0.038208	0.0	0.0	0.022415	0.0	0.0	0.000487	0.0	0.0	0.0	0.000169
0.92962	21	69688351	69696300	MSTRG.34026.1	0.0	0.108613	0.0	0.027575	0.0	1.587272	0.0	0.034624	0.022988	1.165571	0.020191	1.185993	2.104987	0.0	0.189282	0.148099
NA	21	69705419	69705448	MSTRG.34028.2	0.122165	0.0	0.0	0.0	0.0	0.102579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262149
0.69789	21	69729542	69729644	MSTRG.34029.1	4.846627	1.372859	0.0	0.924762	2.722017	7.725107	4.864098	0.494995	1.559783	1.131981	2.002899	0.960671	2.966336	2.352396	0.764174	4.857035
NA	22	365543	366595	MSTRG.34053.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.884379
0.89446	22	452489	453271	MSTRG.34064.1	0.813983	0.572757	0.0	2.511114	0.0	1.641363	0.076797	0.0	0.404974	0.0	0.0	1.287002	0.239493	0.0	0.564438	2.869202
0.55093	22	727150	727311	MSTRG.34073.1	6.231283	3.670671	0.899134	3.110205	7.329362	3.953241	4.134143	1.730625	1.929665	1.995142	1.194039	2.757305	3.087823	10.096211	1.771086	5.680893
0.94663	22	771869	773038	MSTRG.34074.1	0.360816	0.978076	0.0	0.172853	0.172331	7.58373	0.211984	0.60796	0.260277	0.075548	0.0	5.063498	0.39344	0.667529	0.635375	0.909074
0.96970	22	964565	965733	MSTRG.34083.1	0.270334	0.628509	0.0	0.05251	0.0	13.260965	0.596882	0.0	0.0	0.0	0.0	2.281013	0.0	1.419475	0.261224	0.268396
0.85591	1	620157	620585	MSTRG.34.1	81.999397	0.0	0.0	0.713672	0.605805	1.765165	0.044064	0.0	1.740577	0.0	26.503191	8.172601	2.624516	1.323727	1.78159	3.323675
NA	22	1821102	1826192	MSTRG.34108.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201679	0.0	0.0	0.0	0.0
1.00000	22	2851240	2851267	MSTRG.34118.1	0.0	0.392452	0.0	0.0	0.0	0.606475	0.0	0.0	0.0	0.0	0.0	6.927941	0.0	0.0	0.0	0.0
0.95094	22	2984453	2984477	MSTRG.34120.1	0.285703	0.0	0.0	0.128526	0.0	4.385034	0.091085	0.0	0.0	0.0	0.0	0.744864	0.0	0.0	0.0	7.45447
NA	22	4669511	4669533	MSTRG.34139.1	0.0	0.0	0.0	0.025328	0.0	0.045026	0.0	0.0	0.0	0.0	0.0	0.0	0.016669	0.0	0.0	0.0
1.00000	22	4670871	4670908	MSTRG.34139.2	0.0	0.0	0.0	0.002502	0.0	1.18609	0.0	0.0	0.0	0.0	0.0	0.0	0.874306	0.0	0.0	0.0
1.00000	22	4954378	4954429	MSTRG.34142.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.884734	0.0	0.0
0.94521	22	5576714	5576751	MSTRG.34158.1	0.495759	0.0	0.0	0.297232	0.0	4.4939	0.0	0.0	0.0	6.2243	0.0	0.0	0.0	0.0	0.0	0.557912
0.97409	22	6008621	6009188	MSTRG.34169.1	0.330594	0.0	16.924326	0.0	0.0	3.002891	0.0	0.0	0.0	0.0	0.0	0.385685	0.227787	0.0	0.162959	0.0
0.94633	22	6715073	6715688	MSTRG.34179.1	0.404786	0.240765	0.0	0.228452	0.0	2.290215	0.512374	0.138434	0.0	1.234927	0.0	0.229501	0.0	0.0	0.309502	3.638089
0.99836	22	6715782	6716349	MSTRG.34179.2	1.03054	0.574404	0.0	0.0	0.0	0.621221	0.394079	0.288281	0.164666	1.005588	0.244671	0.0	0.0	0.0	0.0	4.25306
1.00000	22	6715847	6716349	MSTRG.34179.3	0.0	0.0	0.0	0.33561	0.0	0.447782	0.185184	0.0	0.0	0.464174	0.0	0.0	0.0	0.0	0.0	2.330138
0.97632	1	142021532	142021935	MSTRG.3418.1	0.0	1.104098	0.0	0.542647	0.0	8.572593	1.181653	0.0	0.0	0.53178	1.644279	0.689435	0.663977	0.0	0.0	0.0
0.93129	22	6788811	6788997	MSTRG.34181.1	1.378509	1.654677	0.0	0.0	0.0	1.970043	0.0	0.387418	0.0	0.0	0.0	4.297247	0.872979	0.0	0.205783	0.0
0.94184	22	6928312	6929219	MSTRG.34185.1	0.15469	0.105684	0.0	2.7e-05	0.59262	1.038012	0.0	2.383583	0.240406	0.000424	1.383888	0.230388	0.0	0.0	0.166899	4.099583
NA	22	7039499	7039618	MSTRG.34189.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068213	0.0	0.0	0.0	0.0	0.0
0.82959	22	7360456	7361319	MSTRG.34211.1	1.155026	1.708994	0.0	0.0	1.768063	5.901789	0.132465	1.745675	2.59099	1.481047	0.994899	9.577971	0.860566	2.335719	0.33436	0.498534
1.00000	22	7443530	7443610	MSTRG.34212.1	0.0	0.0	0.0	0.0	0.261171	0.618634	0.0	0.0	1.369231	0.0	0.0	0.040814	0.0	0.0	0.0	0.0
NA	22	7719919	7720044	MSTRG.34218.1	0.23469	0.0	0.0	0.0	0.463068	0.417988	0.0	0.0	0.215084	0.0	0.651637	0.0	0.0	0.0	0.171781	0.291489
0.58677	22	7764975	7765275	MSTRG.34220.1	2.802979	1.810196	2.197797	3.739416	3.978448	7.102415	0.686296	4.468518	3.356984	3.537924	3.393874	2.205935	1.16301	5.940655	4.259431	14.18276
0.83800	22	7926834	7927095	MSTRG.34221.1	7.758109	1.969594	0.0	0.807043	0.0	2.111969	0.296131	1.069214	0.0	0.363165	2.546229	0.746836	2.054226	1.121474	2.624144	2.121793
0.72811	22	8064650	8066877	MSTRG.34234.1	1.575599	3.505116	0.217935	1.79925	3.717602	18.191568	0.385236	8.612916	0.464716	2.027595	3.873433	20.495163	1.042858	0.0	1.562784	3.016929
1.00000	22	8170791	8170924	MSTRG.34237.1	0.428241	0.0	0.0	0.0	0.0	7.334251	0.0	0.081595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	22	8270128	8270278	MSTRG.34243.1	0.0	0.0	0.0	0.0	0.0	8.511778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	1	142144420	142144476	MSTRG.3425.1	0.199647	0.115205	0.0	0.063288	0.0	1.346964	0.126034	0.0	0.061805	0.0	0.137709	0.0	0.0	0.0	0.04526	0.368
1.00000	22	9584622	9584639	MSTRG.34279.1	0.0	0.0	0.0	0.0	0.0	7.881524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.97781	22	9614198	9614500	MSTRG.34280.8	0.0	0.0	0.307757	0.0	0.0	0.407665	0.0	13.970222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.405328
0.99560	22	9621985	9623073	MSTRG.34281.1	0.0	0.0	0.0	0.0	0.0	1.138583	0.0	0.036229	0.0	0.0	0.0	0.100833	0.082681	0.0	0.0	7.154772
0.98433	22	10240761	10241035	MSTRG.34291.1	0.0	0.0	0.0	0.300853	0.0	1.123053	0.0	0.0	0.0	0.0	0.0	0.852234	0.0	0.0	0.0	1.027652
0.64858	22	10607070	10610054	MSTRG.34297.1	5.144622	2.64828	0.122395	2.919415	3.014279	5.959759	0.449888	0.132625	2.117234	0.288054	0.506292	5.837736	0.283013	1.464468	1.51454	3.712887
NA	22	10346751	10347049	MSTRG.34302.1	0.697105	0.130581	0.0	0.085198	0.0	0.402373	0.176859	0.079027	0.14814	0.209388	0.078599	0.093646	0.214994	0.178804	0.741381	0.686351
1.00000	22	10557011	10560195	MSTRG.34304.1	0.518741	0.0	0.0	0.007343	0.001827	6.906256	0.006264	0.106939	0.0	0.000167	0.0	0.014164	0.000259	0.28156	0.121976	0.735393
0.94709	22	10557187	10560195	MSTRG.34304.2	0.0	0.186912	0.0	0.093017	0.0	3.312398	0.096648	1.97603	0.0	0.043413	0.074001	0.0	0.595698	1.309202	0.766218	0.193483
NA	22	10553772	10560195	MSTRG.34304.3	0.00075	0.0	0.0	0.002416	0.004109	0.471986	0.0	0.0	0.0	0.219313	0.0	0.053327	0.00122	0.0	0.0	0.516012
0.92207	22	10557302	10560195	MSTRG.34304.4	0.546671	0.0	0.0	0.712569	0.192288	4.851403	0.032563	2.452415	0.0	0.0	0.0	0.100995	0.319041	0.0	0.192122	2.583374
NA	22	10557302	10560195	MSTRG.34304.5	0.0	0.0	0.0	0.0	0.0	0.0149	0.146921	0.292814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.342465
NA	22	10775371	10775676	MSTRG.34308.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046564	0.0	0.0	0.0	0.0	0.0	0.000297
NA	22	10776135	10776189	MSTRG.34309.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000335	0.0	0.0	0.0	0.0	0.0	0.036788
0.98049	1	142488479	142488591	MSTRG.3431.1	0.0	0.127014	0.0	0.205264	0.0	1.171026	0.059933	0.316274	0.0	1.418846	0.0	0.0	0.301122	0.0	0.538123	5.666379
0.76654	22	11464417	11465151	MSTRG.34316.1	6.431155	2.646854	0.607485	1.894664	0.453596	18.762684	1.07819	1.281088	1.366597	2.149387	0.802976	4.678601	2.205338	4.730081	2.427301	1.856357
0.99571	22	11776647	11776873	MSTRG.34324.1	0.126931	0.0	0.0	0.0	0.0	1.12471	0.0	0.039737	0.0	0.0	6.21091	0.043017	0.0	0.0	0.064899	0.163256
NA	22	11826385	11826454	MSTRG.34326.1	0.009689	0.0	0.0	0.0	0.0	0.003661	0.005689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048405	0.234914
0.60507	22	11939373	11939703	MSTRG.34334.1	15.763358	1.800925	0.217385	5.107093	6.395385	15.086495	0.400572	0.569807	7.666012	1.226208	0.870127	1.824777	6.194335	15.979767	9.075141	0.999753
0.68339	22	11940931	11941024	MSTRG.34334.6	13.066318	3.067332	2.063516	12.244588	0.343341	15.396337	0.0	0.0	0.0	0.0	0.0	2.830832	0.0	15.926894	11.595706	0.0
0.84531	22	11939490	11939597	MSTRG.34335.1	5.792924	0.771872	0.637343	1.32188	0.24732	3.28807	0.330701	0.055505	1.448479	0.0	1.367879	1.560835	0.732615	6.650761	0.60345	1.042384
0.94498	22	11961111	11961455	MSTRG.34337.1	1.282167	0.692685	0.0	0.550905	0.216586	1.351461	0.0	0.917064	0.540552	0.115426	0.472742	0.64717	0.734349	0.0	0.081052	0.301175
1.00000	1	142634456	142635369	MSTRG.3435.2	0.0	208.452103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	1	142634456	142635369	MSTRG.3435.4	0.0	8.852329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	1	142634456	142635369	MSTRG.3435.5	0.0	22.521116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	1	142634456	142635369	MSTRG.3435.6	0.0	5.052913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.51586	22	12534740	12537726	MSTRG.34357.1	5.807444	2.59544	0.531446	2.423543	0.97517	3.60385	3.778201	2.660061	0.913257	2.214926	6.204267	2.286291	3.572023	1.743519	3.780347	3.619872
1.00000	22	12534740	12535767	MSTRG.34357.2	0.012861	0.028588	0.0	0.0	0.0	0.274916	0.0	0.0	1.61534	0.0	0.0	0.036721	0.0	0.0	0.0	0.0
1.00000	1	142646591	142646877	MSTRG.3436.1	0.0	0.921096	0.0	0.0	0.0	1.075358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.87181	22	12622852	12623704	MSTRG.34361.1	1.480467	0.927993	0.0	0.63216	0.5599	1.343219	1.415555	4.496984	0.694465	2.237337	1.271098	0.328026	0.0	1.900048	0.535706	1.183913
1.00000	22	13318757	13319772	MSTRG.34386.7	0.206876	0.0	0.0	0.0	0.0	0.306348	0.0	0.0	0.055528	0.0	0.0	0.0	0.0	0.0	0.177512	2.422176
1.00000	22	13318757	13319772	MSTRG.34386.8	0.052289	0.076821	0.0	0.116958	0.011573	0.474138	0.134514	0.0	0.273238	0.029609	0.078193	0.540638	0.0	0.058313	0.045158	1.267378
0.87461	22	13349149	13350531	MSTRG.34387.1	0.897285	0.188635	0.0	0.0	0.0	2.287064	0.038635	2.081258	0.289473	2.277333	0.415819	0.360835	0.219886	0.841351	0.382195	0.631403
0.95145	22	13704235	13704383	MSTRG.34401.1	0.0	0.0	0.0	0.0	0.0	3.587353	0.0	0.0	0.0	5.77891	0.0	0.0	0.0	0.0	0.0	0.0
0.92195	22	13727525	13727802	MSTRG.34403.1	0.0	0.0	0.0	0.0	0.0	5.160697	0.0	0.0	0.0	5.563258	0.0	0.118276	0.0	0.0	0.0	1.444936
1.00000	22	13727525	13727802	MSTRG.34403.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.08963	0.0	0.0	0.0	0.0	0.0	0.0
0.98288	22	14736008	14736213	MSTRG.34411.1	0.336462	0.0	0.0	0.465828	0.0	1.105997	0.0	0.0	0.417906	0.0	0.0	0.597274	2.086013	0.0	0.0	1.092019
0.98699	22	14787255	14788147	MSTRG.34412.1	0.300045	0.95962	0.234802	0.159058	0.464335	1.792948	0.370936	0.118982	0.064303	0.332071	0.786921	1.12071	0.549034	0.438493	0.129508	0.722691
1.00000	22	14787295	14788147	MSTRG.34412.2	0.010147	0.790191	0.0	0.325384	0.166453	0.902712	0.013721	0.058132	0.244985	0.08141	0.094934	1.652601	0.07527	0.0	0.193796	0.432525
0.94794	22	13799687	13812743	MSTRG.34416.1	0.133897	0.931075	0.04622	0.733169	0.51887	8.370976	0.097498	0.532424	0.131292	0.186343	0.104757	15.195745	0.181823	0.121643	0.314597	0.651899
1.00000	22	14188059	14188556	MSTRG.34418.1	0.0	0.0	0.0	0.0	0.0	9.153529	0.0	0.0	0.372392	0.0	0.0	0.367355	0.0	0.0	0.0	0.0
0.94449	22	14345361	14346533	MSTRG.34419.1	0.636506	0.103793	0.0	0.253996	0.0	8.063313	0.153051	0.22143	0.08493	1.730299	0.293044	1.723267	0.304747	0.506795	0.356396	1.90679
1.00000	22	14602232	14602378	MSTRG.34423.1	0.0	0.372194	0.0	0.0	0.0	8.301868	0.061496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	22	14606692	14606815	MSTRG.34424.1	0.0	0.0	0.0	0.0	0.0	10.305205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.76186	22	14683487	14683898	MSTRG.34426.1	0.047818	12.638545	1.154203	0.728292	0.0	3.104604	10.912896	0.0	0.545985	1.101309	0.140422	8.516502	10.932779	0.344845	0.306592	2.148675
0.96156	1	142847792	142847815	MSTRG.3443.1	0.0	1.675385	0.0	0.0	0.0	2.386379	0.116987	0.104315	0.0	0.0	0.0	11.05905	0.581567	0.0	0.0	0.315472
1.00000	22	15983887	15983920	MSTRG.34438.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.579525	0.0	0.0	0.0	0.0
0.77163	22	16000996	16001402	MSTRG.34439.1	1.979972	1.184376	0.0	0.0	0.0	3.165604	0.0	3.072781	0.0	1.415368	0.0	3.819479	1.918266	0.0	0.560404	4.931693
0.94079	22	16007858	16018922	MSTRG.34440.2	0.10722	0.202225	0.0	0.0	0.0	0.06406	0.091339	3.560908	0.0	0.789655	0.081962	0.0	0.213536	0.0	0.0	4.178295
1.00000	22	16016678	16018922	MSTRG.34440.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.634566	0.0	0.367652	0.0	0.0	0.108396	0.0	0.0	0.695087
1.00000	22	16015950	16018922	MSTRG.34440.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.357911
NA	1	142873471	142873886	MSTRG.3444.1	0.0	0.0	0.0	0.0	0.0	0.02892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.92369	22	14867107	14867155	MSTRG.34449.1	0.354197	0.215754	5.273033	0.0	0.0	1.316481	0.353861	0.0	2.078181	0.0	0.009967	0.0	0.0	0.0	0.0	2.45132
0.81949	22	14854607	14855807	MSTRG.34449.3	0.942755	0.406233	4.35731	0.431486	0.0	1.364607	2.397618	0.0	5.08222	0.223113	0.0	0.773516	1.640334	0.0	0.0	3.489527
0.92048	22	15312731	15317077	MSTRG.34460.26	0.0	0.403105	0.0	1.326907	0.131976	6.163027	0.207557	1.318565	0.074649	1.7367	0.203243	2.880035	0.0	0.72319	0.972097	0.426123
0.84142	22	15312731	15317077	MSTRG.34460.27	0.425172	1.181922	0.0	0.587405	1.810269	4.59888	0.131298	1.015024	0.295782	1.09394	0.4556	2.346131	2.42807	5.678113	0.587278	0.392621
0.84989	22	15312731	15317077	MSTRG.34460.28	0.287018	3.444497	0.453232	0.0	0.0	1.732118	0.0	0.119358	1.170412	1.591185	2.076128	0.736015	0.11987	2.418223	0.987868	0.0
NA	22	16326246	16328531	MSTRG.34470.1	0.0	0.0	0.0	0.177328	0.0	0.053473	0.0	0.0	0.0	0.0	0.0	0.04166	0.0	0.0	0.0	0.086291
0.96049	22	16468281	16468492	MSTRG.34475.2	0.374853	0.347017	0.0	0.249479	0.0	3.122449	0.0	0.271136	0.0	0.13339	0.032081	0.328377	0.615611	0.0	1.96376	0.443448
NA	22	16626799	16627473	MSTRG.34481.1	0.0	0.020956	0.0	0.075952	0.0	0.576715	0.0	0.0	0.0	0.0	0.343401	0.0	0.190201	0.468966	0.0	0.04749
0.83873	22	16629713	16629740	MSTRG.34482.1	2.961048	0.986474	0.0	2.351685	1.643015	4.718421	0.261527	0.838438	0.0	0.323495	0.7744	1.984673	1.87847	0.0	0.0	0.628168
0.89152	1	143182061	143182733	MSTRG.3448.3	0.027393	0.690782	0.0	0.705214	0.940114	5.198613	0.237005	1.581108	0.058535	0.332974	0.287879	0.802011	0.465941	4.043353	0.570878	2.286667
0.84851	22	16631139	16631356	MSTRG.34483.1	2.928314	0.522831	0.0	2.569786	0.774857	5.176177	0.322986	1.174588	0.0	0.0	0.776461	1.218213	2.843771	0.0	1.369158	0.634587
0.93504	22	16776391	16776621	MSTRG.34486.3	0.075035	0.0	0.0	0.0	0.0	4.623397	0.0	0.0	0.0	0.0	4.813046	0.107746	0.0	0.0	0.0	0.0
NA	22	16808436	16808622	MSTRG.34488.1	0.016305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000347	0.0	0.0	0.007037
0.96464	1	143188976	143189800	MSTRG.3449.1	0.408151	0.996031	0.0	0.334293	0.671615	1.374334	0.150668	0.304808	0.18934	0.0	0.909301	7.832932	0.0	0.471072	0.301428	2.167676
1.00000	22	17067633	17067702	MSTRG.34492.1	0.0	0.0	0.0	0.0	0.0	0.144834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.943568
NA	1	143203045	143204710	MSTRG.3450.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.512249
0.96756	22	17277551	17281616	MSTRG.34504.1	0.128254	0.118352	0.0	0.071793	0.0	2.315817	0.012785	0.121715	0.0	0.0	0.120625	0.566625	0.0	0.196808	0.057765	5.617699
