tau	chr	start	end	transcript_id	Skin	Blood	Spleen	Adipose	Abomasum	Ear_bone	Cecum	Lung	Antler	Cerebrum	Cerebella	Jejunum	Rumen	Muscle	Kidney	Testis	Colon	Heart	Ileum	Liver	Esophagus
0.88815	chr23a	52943635	52943881	MSTRG.13925.1	0.414096	0.0	0.0	0.0	0.278435	0.0	0.12129	0.27013	0.994543	3.322768	1.587256	0.0	0.639751	0.68003	0.534082	3.67287	0.0	3.4814	0.567721	0.0	0.0
0.87554	chr23a	52945557	52945992	MSTRG.13926.1	0.725503	0.0	2.095328	0.146864	0.611658	0.066378	0.661847	0.175455	0.784438	6.091062	4.327671	0.794992	0.850783	1.266892	0.790395	10.126875	0.103048	1.716485	2.649958	0.107994	0.184928
0.69870	chr23a	52954302	52954597	MSTRG.13928.1	3.244347	17.901142	4.351887	1.709611	0.953517	0.968899	2.412752	3.454833	4.190578	0.307951	0.0	9.67915	3.732921	1.978844	1.251735	5.098202	5.427274	0.166239	14.270899	0.488566	1.190482
1.00000	chr23a	53250077	53252741	MSTRG.13935.1	0.066274	0.0	0.0	0.123407	0.0	0.056639	0.0	0.0	9.830031	0.0	0.0	0.0	0.0	0.093806	0.0	0.830931	0.0	0.0	0.0	0.0	0.584375
0.99606	chr23a	53257258	53259508	MSTRG.13936.1	0.14763	0.0	0.170511	0.509648	0.0	0.073986	0.0	0.066944	1.236145	0.0	0.0	0.0	0.217779	0.05638	0.040636	14.706982	0.05309	0.305164	0.0	0.0	0.697418
0.96846	chr23a	53301403	53301887	MSTRG.13937.1	0.180303	0.0	0.0	0.251925	0.0	0.0	0.0	0.0	4.554598	0.0	0.0	0.0	0.0	0.0	0.0	2.602422	0.0	0.0	0.0	0.0	0.0
0.97464	chr23a	53332663	53336154	MSTRG.13938.1	1.264652	0.0	0.233776	0.412924	0.026627	2.000358	0.152483	0.277387	6.232919	0.093561	0.0	0.0	0.559016	0.195809	0.387058	0.059051	0.088076	0.086544	0.019752	0.023808	0.301078
1.00000	chr23a	53369128	53369212	MSTRG.13939.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43322	0.0	0.0	0.0	0.0	0.0
0.99066	chr23a	53415175	53415210	MSTRG.13940.1	0.481494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.549138	0.0	0.0	0.0	1.377091	0.0	0.0	0.0	0.239036	0.0	0.0	0.0	0.0
1.00000	chr11a	51614729	51614766	MSTRG.1394.1	3.073456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186066	0.0	0.0	0.0	0.0	0.0	0.0	0.490782	0.0	0.0	0.0	0.0	0.0
1.00000	chr11a	51636793	51636860	MSTRG.1394.2	2.350971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr11a	51636793	51636860	MSTRG.1394.3	1.238173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.288205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr23a	53944464	53944997	MSTRG.13944.1	0.778877	0.100726	0.0	0.0	0.0	0.0	0.07154	0.040961	0.821629	0.174805	0.147287	0.0	0.431609	0.0	0.0	2.378265	0.0	0.0	0.871742	0.0	0.0
1.00000	chr23a	54217269	54223099	MSTRG.13946.1	0.112352	0.0	0.018765	0.04155	0.02082	0.0	0.064317	0.0	0.068419	0.027927	0.0	0.0	0.024751	0.050331	0.0	0.206093	0.361325	0.0	0.021776	3.599467	0.0
0.98838	chr23a	54015471	54018301	MSTRG.13948.23	0.0	0.0	0.0	0.0	0.0	0.0	3.097767	0.0	1.300496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr23a	54015421	54018301	MSTRG.13948.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.350121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr23a	54015525	54018301	MSTRG.13948.32	4.901356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.84536	chr23a	54015653	54018301	MSTRG.13948.38	11.652003	0.0	0.0	0.0	13.753496	0.0	0.0	6.944386	19.545435	0.0	0.0	1.31777	5.812709	0.0	0.0	0.0	0.0	0.0	1.154286	0.0	0.460148
NA	chr23a	54006668	54006900	MSTRG.13950.1	0.0	0.0	0.0	0.0	0.0	0.0	0.046573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.93474	chr11a	51817313	51817369	MSTRG.1395.1	2.181093	0.0	0.0	0.0	0.0	0.0	0.236447	0.0	1.257707	0.091235	0.0	21.645044	0.0	0.0	0.0	1.160312	0.0	0.0	17.382399	0.0	0.0
0.87509	chr23a	54020450	54023558	MSTRG.13951.1	3.362342	0.0	0.018806	0.0	2.175577	0.0	0.677576	0.021911	1.92795	0.0	0.433215	1.784359	4.947342	0.0	1.933898	0.0	0.005051	0.0	1.11555	0.0	0.0
0.83205	chr23a	54020450	54023558	MSTRG.13951.2	2.758367	0.0	1.023107	0.712434	1.735197	0.225571	0.906745	2.175528	0.720704	2.512467	0.70449	0.481629	3.421992	0.026014	0.000886	0.431652	2.328519	0.0	0.34232	0.190447	0.250471
NA	chr11a	51618256	51618373	MSTRG.1395.2	0.007414	0.0	0.0	0.0	0.0	0.0	0.044743	0.0	0.009645	0.009961	0.0	0.015757	0.0	0.0	0.0	0.48327	0.0	0.0	0.061734	0.0	0.0
NA	chr23a	54016017	54016186	MSTRG.13952.1	0.00676	0.0	0.0	0.0	0.0	0.0	0.0	0.106484	0.354395	0.0	0.0	0.0	0.254746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.99209	chr23a	54041172	54041441	MSTRG.13953.1	0.32922	0.0	0.0	0.935158	0.622798	0.0	0.269547	0.264525	1.099704	0.0	0.0	0.0	0.531568	0.0	0.0	16.011688	1.22254	0.0	0.0	1.153739	0.0
0.95895	chr23a	54041172	54041441	MSTRG.13953.2	0.608127	0.0	0.0	0.823773	0.154015	0.0	0.173734	0.196874	1.698403	0.0	0.0	0.0	0.692938	0.0	0.0	4.787822	1.249043	0.0	0.0	1.70533	0.0
0.94545	chr23a	54081066	54087476	MSTRG.13954.1	1.278494	0.0	0.042782	0.047646	2.848405	0.0	0.041566	0.048241	0.616009	0.07469	0.0	2.352195	9.826276	0.038582	0.0	0.0	0.154317	0.0	0.090515	1.412369	0.037519
0.57073	chr23a	54405844	54406173	MSTRG.13956.1	5.294852	7.440608	2.282988	4.94709	0.682452	5.073003	2.084508	1.70204	9.086442	0.796128	0.983615	4.436195	9.876448	1.455883	1.674047	11.472958	6.628049	0.503399	10.110089	1.536338	1.56561
1.00000	chr23a	54440369	54443641	MSTRG.13957.1	0.092162	0.0	0.0	4.147748	0.040485	0.0	0.0	0.0	0.115784	0.0	0.0	0.0	0.105854	0.0	0.0	0.148329	0.0	0.0	0.0	0.0	0.0
0.81576	chr23a	54505851	54505882	MSTRG.13960.1	4.126879	1.038045	2.470162	3.549148	1.007091	0.245438	0.0	0.229907	3.47904	0.0	0.027776	0.46474	1.86112	0.434443	1.415892	2.208463	0.454137	0.0	0.473663	0.550231	0.626931
0.96536	chr11a	51786018	51786170	MSTRG.1396.1	70.31488	0.0	0.0	0.0	0.0	0.0	0.0	0.150566	19.041065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.90317	chr23a	54559905	54560049	MSTRG.13962.1	0.509022	1.81921	0.383194	0.711538	0.243398	0.0	0.429155	1.133196	0.539946	0.081811	0.194814	0.340773	0.315229	1.776583	2.190205	2.930511	0.087535	0.151777	0.031607	0.759546	0.411444
1.00000	chr23a	54703907	54704278	MSTRG.13963.1	0.048635	0.0	0.206067	0.0	0.0	0.0	0.0	0.0	7.701875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050279	0.0	0.0
0.89362	chr24a	39247	39593	MSTRG.13964.1	0.0	0.0	0.0	4.574636	0.0	1.066469	0.0	1.326652	0.0	2.895947	2.638841	0.0	0.0	0.0	1.915969	0.691881	0.0	0.424	0.0	0.0	1.226356
1.00000	chr24a	176595	176965	MSTRG.13967.2	0.356008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.323486	0.0	0.0	0.0	0.0	0.0
0.90104	chr24a	204546	205369	MSTRG.13968.2	0.432575	10.306591	4.735914	0.981746	0.054862	0.0	0.463191	0.542019	6.341136	0.0	0.080277	0.805986	0.295164	1.594906	0.404867	1.446059	0.155576	0.0	1.460808	0.0	0.4768
0.86329	chr24a	217404	218270	MSTRG.13970.1	0.87113	7.846437	1.994107	0.0	0.0	0.340254	0.393281	0.391429	1.164081	0.43903	12.068067	0.578503	1.425008	1.106984	8.606633	1.074889	0.22062	0.173979	0.677036	3.41009	0.319773
0.92236	chr11a	51868583	51868789	MSTRG.1397.1	8.413083	0.0	0.465528	0.516208	0.0	0.0	0.0	0.0	16.305641	0.0	0.0	0.0	0.0	0.0	0.0	9.069695	0.0	0.0	0.0	0.0	0.0
0.96385	chr11a	51863644	51864370	MSTRG.1397.2	8.320004	0.0	0.204014	0.0	0.0	0.0	0.0	0.0	18.730925	0.0	0.0	0.0	0.0	0.0	0.0	0.379247	0.0	0.0	0.0	0.0	0.0
0.52219	chr24a	688864	689590	MSTRG.13975.1	5.176327	3.63912	1.583715	2.556196	1.241725	1.86519	2.753834	1.158756	3.582326	0.0	2.454428	5.995147	5.657848	2.352557	1.905532	4.722656	2.184566	0.226265	5.705552	3.662235	0.846875
0.96898	chr24a	759900	760145	MSTRG.13979.1	0.260938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.074244	0.493099	0.0	0.234359	0.0	0.90111	0.0	3.653282	0.416119	0.0	0.13879	0.0	0.0
1.00000	chr11a	51931235	51931431	MSTRG.1398.2	0.380758	0.0	0.27317	9.168367	0.0	0.0	0.0	0.0	0.319138	0.0	0.0	0.0	0.0	0.616213	0.162878	0.806434	0.0	0.077813	0.0	0.264228	0.0
1.00000	chr11a	51931235	51931431	MSTRG.1398.3	0.045051	0.0	0.0	4.981928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071957	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.97869	chr24a	963783	963979	MSTRG.13983.1	7.152894	0.0	2.313406	0.0	0.0	0.0	0.0	0.0	0.792465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32441
0.96955	chr11a	51931235	51931431	MSTRG.1398.4	0.074428	0.0	4.9e-05	3.628274	0.0	0.0	0.0	0.0	0.515613	0.0	0.0	0.084844	0.0	0.860219	0.136446	2.192119	0.0	0.0	0.0	0.1287	0.0
1.00000	chr24a	506639	507844	MSTRG.13984.26	0.039	0.097161	0.17895	0.023271	0.081285	0.039036	0.071579	0.014155	1.238422	0.0	0.0	0.055695	0.202903	0.015101	0.01075	0.086741	0.059662	0.0	0.097236	0.255392	0.0
0.99559	chr24a	506639	507844	MSTRG.13984.27	0.989608	0.155659	0.05604	0.048519	0.088721	0.029312	0.369859	0.015915	3.515443	0.0	0.0	0.083074	0.253847	0.059993	0.108989	0.823886	0.085629	0.0	0.44735	1.11719	0.008131
NA	chr24a	395879	396149	MSTRG.13985.1	0.043593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06513	0.0	0.0	0.0	0.041245	0.0	0.118168	0.0	0.0	0.0	0.008092	0.0	0.0
0.89508	chr24a	399845	399926	MSTRG.13986.2	1.54858	3.120025	0.500406	0.0	0.0	0.0	0.0	0.0	2.839453	0.0	0.0	1.443284	0.856286	0.101428	0.172385	0.410421	0.947283	0.0	1.715802	0.065741	0.0
NA	chr24a	400580	401227	MSTRG.13986.3	0.0726	0.0	0.0	0.0	0.0	0.0	0.0	0.253447	0.822346	0.0	0.0	0.0	0.381266	0.0	0.0	0.25939	0.236338	0.0	0.32234	0.0	0.0
NA	chr24a	399845	399972	MSTRG.13986.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28437	0.0	0.0	0.090679	0.722865	0.0	0.0	0.194357	0.0	0.0	0.0	0.0	0.0
0.83870	chr24a	400609	401227	MSTRG.13986.5	2.274118	2.08546	0.151682	0.066532	0.0	0.0	2.274683	0.0	2.750298	0.0	0.0	0.0	2.423718	0.078616	0.0	0.192935	0.610812	0.0	0.037277	0.0	0.0
NA	chr24a	399927	400579	MSTRG.13986.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.334901	0.0	0.0	0.0	0.020725	0.0	0.0	0.010343	0.049016	0.0	0.0	0.0	0.0
0.91802	chr24a	399845	400025	MSTRG.13986.7	2.54599	0.0	0.175002	0.268148	0.315544	0.0	0.599303	0.0	2.336629	0.0	0.0	0.679746	3.240175	0.1023	0.0	0.131996	1.155221	0.0	0.364252	0.0	0.0
1.00000	chr24a	399973	400579	MSTRG.13986.8	1.906966	0.0	0.217677	0.0	0.27854	0.0	0.0	0.0	0.918546	0.0	0.0	0.0	0.561349	0.06856	0.0	0.0	0.492873	0.0	0.254622	0.0	0.0
0.98709	chr24a	1066410	1067459	MSTRG.13994.1	0.781574	0.906874	0.464585	0.269572	0.233263	0.285386	0.246528	0.232419	1.455451	0.0	0.0	0.409375	1.280873	0.114862	0.0	12.864877	1.037501	0.0	0.627681	0.0	0.131724
NA	chr24a	1404755	1405065	MSTRG.13996.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.291901	0.0	0.0	0.0	0.0	0.0
1.00000	chr24a	1593917	1594164	MSTRG.13997.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083448	0.0	0.141872	0.0	0.0	0.0	0.0	7.499299	0.0	0.0	0.0	0.129979	0.0
1.00000	chr24a	1734786	1735559	MSTRG.13999.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100696	0.0	0.00938	0.0	0.0	0.625852	0.0	221.235001	0.0	0.0	0.0	0.0	0.0
0.87994	chr24a	2019047	2019250	MSTRG.14000.1	2.25158	0.0	0.341131	0.876098	2.351357	0.176838	1.010563	0.721326	5.721758	0.253288	2.29641	0.159267	1.33764	0.0	0.396768	0.217853	4.010466	0.0	0.150099	0.0	0.0
1.00000	chr11a	51914923	51915067	MSTRG.1400.1	1.263583	0.0	0.312165	0.339007	0.0	0.0	0.39362	0.0	0.504814	0.36832	0.0	0.0	0.208603	0.0	0.0	0.309753	0.0	0.095515	0.241377	0.123431	0.0
1.00000	chr24a	2236865	2236985	MSTRG.14003.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.683943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.578246	0.0	0.0	0.0	0.0	0.0
0.96871	chr24a	1191134	1191283	MSTRG.14005.1	0.527321	0.0	0.431044	0.543134	0.892906	0.314293	0.246524	0.059515	2.868255	0.432306	0.0	0.053611	1.021377	0.068523	0.079199	5.570591	0.238405	0.0	0.073918	0.663584	0.17925
1.00000	chr24a	1241065	1241241	MSTRG.14006.1	0.100004	0.0	0.006098	0.370254	0.225351	0.303361	0.109043	0.00837	0.912685	0.117108	0.0	0.0	0.382191	0.130738	0.0	14.425793	0.11061	0.076899	0.0	0.0	0.0
0.99751	chr24a	1246527	1247408	MSTRG.14007.1	0.427908	0.0	0.46665	0.458653	0.199582	0.695482	0.184181	0.046282	4.628763	0.468983	0.148023	0.0	1.079452	0.750418	0.086399	0.187067	0.340372	0.204317	0.0	0.368205	0.10952
1.00000	chr24a	3507362	3507869	MSTRG.14009.1	0.0	0.0	0.0	0.0	0.0	0.0	0.716745	0.0	0.0	0.0	0.0	0.794476	0.0	0.0	0.0	6.204381	0.148807	0.0	0.365988	0.0	0.0
0.99397	chr10a	8081256	8081495	MSTRG.140.1	1.236412	0.0	0.060196	0.507746	0.0	0.232702	0.0	0.0	1.201649	0.0	0.0	0.22722	0.357112	0.403607	0.0	26.656149	0.314608	0.134165	0.822895	0.085142	0.0
0.96075	chr11a	51908513	51911508	MSTRG.1401.1	4.845598	0.0	0.087392	0.197939	0.0	0.028168	0.104863	0.0	1.752829	0.0	0.0	0.0	0.083735	0.103829	0.0	1.969099	0.0	0.0	0.0	0.0	0.0
0.95239	chr24a	3372229	3372323	MSTRG.14012.1	0.270368	0.0	0.752405	1.916762	0.17315	0.731207	0.002418	0.0	4.875322	0.0	0.0	0.43482	0.283765	0.462101	0.333566	10.45335	0.456602	0.0	0.250509	0.486181	0.0
1.00000	chr24a	3798862	3799198	MSTRG.14015.1	0.157252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.520767	0.0	0.0	0.0	0.0	0.0	0.0	10.95375	0.0	0.0	0.0	0.0	0.0
NA	chr24a	3569477	3569953	MSTRG.14017.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.90156	chr24a	3584669	3586191	MSTRG.14018.1	0.185876	0.034067	1.020737	0.210258	0.05904	10.735569	0.452667	0.105334	13.685239	0.258359	0.119174	0.671627	0.302184	1.380811	1.344178	17.443092	0.488814	0.334937	0.256112	0.111975	0.825998
0.78544	chr24a	3984228	3991199	MSTRG.14027.1	0.178289	2.162883	0.401278	1.22161	0.210342	0.312049	3.769078	0.22908	0.446068	0.180513	0.048682	4.683991	0.26342	0.226371	0.818129	2.278579	5.626914	0.097632	6.704031	5.877746	0.170948
0.91226	chr24a	3986808	3989580	MSTRG.14027.2	0.0	0.0	0.0	0.616005	0.0	0.0	1.577142	0.297851	0.103051	0.0	0.0	1.07457	0.059733	0.086547	0.130546	0.535322	1.524715	0.0	1.357745	0.590439	0.0
NA	chr24a	3990181	3991199	MSTRG.14027.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.852966	0.0	0.0	0.0	0.0
0.83597	chr24a	3991527	4000517	MSTRG.14028.1	0.080433	2.442461	0.282848	0.701583	0.13171	0.31411	2.430462	0.268881	0.21284	0.071234	0.073077	2.80134	0.202835	0.286025	0.584235	1.853612	6.184355	0.179292	7.251974	3.488121	0.312428
0.99987	chr11a	51981107	51981131	MSTRG.1403.1	0.172552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.007209	0.0	0.0	0.0	0.0	0.0	0.0	16.470678	0.0	0.0	0.0	0.0	0.0
0.54032	chr24a	2426540	2427926	MSTRG.14031.1	5.017937	1.897629	3.981854	5.138812	1.776274	1.898929	3.659797	0.925299	6.11106	1.315939	2.031308	0.899789	5.21165	3.308661	10.236712	8.203852	3.003561	3.038048	1.610533	8.634819	2.746143
1.00000	chr11a	51981107	51981131	MSTRG.1403.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18477	0.0	0.0	0.0	0.0	0.0
1.00000	chr11a	51981296	51981320	MSTRG.1403.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.052707	0.0	0.0	0.0	0.0	0.0
0.90998	chr24a	2455253	2459296	MSTRG.14033.1	5.570036	0.253583	0.639216	0.10562	0.302309	0.323049	0.066802	0.051755	7.051555	0.0	1.161198	0.030544	3.78988	0.307289	0.422432	1.373608	0.450632	0.037019	0.126692	0.0	0.257947
1.00000	chr11a	51981296	51981320	MSTRG.1403.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.915047	0.0	0.0	0.0	0.0	0.0
0.97994	chr24a	2599044	2599563	MSTRG.14034.1	3.62367	0.0	0.14546	0.0	0.338452	0.0	0.0	0.0	1.676027	0.0	0.414493	0.0	0.688476	0.160972	0.0	0.081874	0.0	0.0	0.0	0.0	0.0
1.00000	chr24a	2599044	2599563	MSTRG.14034.2	4.439644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.544265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.89926	chr24a	2598814	2599563	MSTRG.14034.3	7.03889	0.0	2.680134	0.0	0.0	0.0	0.470027	0.0	5.834412	0.0	0.0	0.128327	0.711149	3.26139	0.0	0.0	0.0	0.0	0.092622	0.0	0.0
0.99512	chr24a	2603876	2604114	MSTRG.14034.4	2.596337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.097649	0.0	0.802857	0.0	0.355603	0.0	0.0	0.784165	0.0	0.0	0.123099	0.0	0.0
0.93164	chr24a	2617149	2624381	MSTRG.14035.1	4.481527	0.0	0.997531	0.0	0.127817	0.0	0.0	0.0	4.445304	0.0	1.748492	0.0	0.998306	0.968697	0.0	0.0	0.618262	0.0	0.0	0.0	0.0
0.95750	chr24a	2617149	2624381	MSTRG.14035.2	2.936245	0.891449	0.977067	0.970187	0.262844	1.190906	0.458563	0.833586	5.207026	0.804253	0.57149	0.499485	0.792982	0.525702	0.0	1.162627	0.529588	0.176664	0.240393	0.200933	0.517718
0.97604	chr24a	2617149	2624381	MSTRG.14035.3	2.803483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.595031	0.0	0.0	0.0	0.361598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	chr24a	2617591	2624033	MSTRG.14036.1	0.254413	0.0	0.0	0.0	0.043044	0.0	0.210693	0.0	0.817757	0.0	0.0	0.0	0.248498	0.0	0.0	0.0	0.0	0.0	0.569989	0.0	0.0
0.53858	chr24a	2634041	2634372	MSTRG.14038.1	5.629908	6.299752	12.28748	6.598775	3.383469	5.510507	4.689376	6.723906	32.359898	0.91674	2.363006	7.605687	9.800249	5.086481	1.036241	27.932613	9.382184	1.245626	8.531909	5.830829	3.378111
NA	chr24a	2772029	2772277	MSTRG.14039.1	0.079987	0.0	0.013093	0.043319	0.0	0.04373	0.0	0.0	0.096835	0.0	0.016729	0.032145	0.044605	0.012203	0.019208	0.039014	0.0	0.0	0.049947	0.070756	0.0
1.00000	chr24a	3028058	3028772	MSTRG.14042.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119881	0.0	0.0	0.0	0.0	0.0	0.0	2.874411	0.0	0.0	0.0	0.0	0.0
1.00000	chr24a	3018355	3018504	MSTRG.14042.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.992716	0.0	0.0	0.0	0.0	0.0
0.99403	chr24a	3295314	3295629	MSTRG.14046.1	1.202331	0.0	0.0	0.515124	0.114424	0.162614	0.741172	0.743805	0.796899	0.0	0.0	0.705755	0.576705	0.493195	0.305253	0.892043	0.0	0.0	0.282277	4.675974	0.0
NA	chr24a	4678166	4678721	MSTRG.14049.1	0.077103	0.0	0.0	0.02686	0.00622	0.010597	0.0	0.039989	0.105079	0.097875	0.014121	0.0	0.002181	0.005793	0.0	0.0	0.006696	0.007992	0.0	0.038963	0.0
NA	chr24a	4678053	4678721	MSTRG.14049.2	0.010474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.854738	0.354856	0.0	0.0	0.0	0.007517	0.0	0.0	0.0	0.0	0.0	0.036644	0.0
NA	chr11a	54360978	54361506	MSTRG.1405.1	0.027902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.387217	0.0	0.0	0.0	0.021177	0.0	0.0	0.0	0.013968	0.0	0.0	0.0	0.0
NA	chr11a	54451166	54451217	MSTRG.1405.2	0.015027	0.0	0.0	0.0	0.00197	0.00235	0.0	0.0	0.083861	0.002036	0.0	0.0	0.035538	0.0	0.0	0.010458	0.134483	0.0	0.0	0.0	0.0
0.75718	chr24a	4172802	4178012	MSTRG.14056.1	4.528267	0.0	2.862398	1.474067	0.0	0.0	0.0	1.137977	3.66766	2.152631	6.006511	0.510978	6.451338	0.719699	0.002228	4.895358	0.004104	0.00454	0.004178	1.694137	0.0
0.77195	chr24a	4172802	4178012	MSTRG.14056.2	3.899957	0.002378	1.62269	1.548135	0.0	0.03125	1.476515	0.0	5.477214	0.0	0.0	4.58231	6.9705	0.0	0.831138	0.0	2.930601	0.0	6.5955	0.275692	0.0
0.84994	chr24a	4172802	4178012	MSTRG.14056.3	1.56043	0.0	0.003917	8.105591	1.671323	0.0	2.842499	2.671812	2.170029	0.738159	0.0	0.734988	2.447199	0.912412	0.390459	0.026395	0.0025	0.0	3.15757	1.607244	0.470268
0.94043	chr24a	4172802	4178012	MSTRG.14056.4	1.654714	0.0	0.0	0.230775	0.0	3.233491	0.0	0.0	2.621983	0.0	0.0	0.41149	9.7e-05	0.0	0.689368	9.178379	0.0	0.0	0.0	0.0	0.0
0.92322	chr24a	4172802	4178012	MSTRG.14056.5	3.648682	0.0	0.0	0.0	0.0	1.46128	0.0	0.0	2.424274	0.0	0.0	0.0	2.060054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.90649	chr24a	4172802	4178012	MSTRG.14056.6	4.993789	0.0	0.0	1.026083	0.0	0.022097	0.0	0.0	4.142368	0.0	0.0	0.000836	5.122334	0.829746	6e-06	0.010527	0.0	0.0	0.0	0.429128	0.0
0.60318	chr24a	4172802	4178012	MSTRG.14056.7	5.327691	6.730186	2.872737	5.962692	1.769309	0.002294	2.689195	2.781826	4.787342	0.360498	0.00175	0.721131	3.332717	1.742273	0.003341	5.251959	2.590609	2.561302	0.494151	1.51982	2.096881
0.88150	chr24a	4187973	4188403	MSTRG.14057.1	0.688212	18.891747	0.8392	1.265343	0.060098	0.312692	3.21274	1.442268	3.890633	0.909072	0.41628	2.210212	1.552569	0.565578	0.171727	3.406641	1.314805	0.318549	3.01956	0.076854	0.821703
0.99421	chr24a	4286069	4287566	MSTRG.14060.1	0.932773	1.215121	0.469244	0.343598	0.326018	0.400733	0.354101	0.345661	0.982566	0.721163	0.508431	0.728474	0.826838	0.858271	0.534057	5.387116	0.194083	0.304633	0.587336	0.249412	0.556473
0.91490	chr11a	54349326	54349437	MSTRG.1406.1	1.228785	0.0	0.0	0.0	1.196902	2.518539	0.0	0.898893	3.410382	9.893086	0.828154	0.095926	3.913828	0.0	0.0	0.270069	0.717605	0.34102	0.636205	0.0	0.295961
0.99917	chr24a	4398134	4398479	MSTRG.14062.1	0.377806	0.0	0.0	0.196174	0.0	0.219796	0.037979	0.18946	1.026033	0.0	0.0	0.584523	0.687896	0.283258	0.0	4.70853	0.450973	0.0	0.28674	0.263485	0.0
NA	chr24a	5313471	5313734	MSTRG.14066.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002233	0.0	0.0
0.82256	chr24a	5346116	5346270	MSTRG.14068.1	1.302122	11.018312	1.912988	2.289761	0.144908	0.996998	0.984411	0.541799	4.660984	0.0	0.365519	1.363089	6.307926	0.972479	0.434035	4.866954	1.678386	0.0	2.674053	0.464912	0.27377
0.52549	chr24a	5856908	5856920	MSTRG.14072.1	6.151346	14.71267	5.708719	4.185757	2.050596	0.533641	5.030011	4.231579	12.573692	0.518878	0.0	10.128513	7.919428	4.299276	1.300549	9.619526	5.191454	0.744136	8.942801	2.282409	3.273072
