chr	start	end	transcript_id	Intestine	Testis	Abomasal	Submandibular-gland	Adipose	Retina	Skin	Liver	Ileum	Heart	Horn	Esophagus	Bone	Adrenal-gland	Lung	Muscle	Colon	Jejunum	Uterus	Kindey	Brain	Mammary-gland	Spleen	Rumen
18	57523294	57523497	MSTRG.12011.1	0.231149	0.486058	0.075302	0.145251	0.0	0.03842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076176	0.227158	0.0	0.41721	0.0	0.117806	0.121397	0.0861	0.050607	0.365668	0.349255
18	57523294	57523497	MSTRG.12011.2	0.709569	0.804936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.371785	0.0	0.0	0.0	0.0	0.066312	0.018966	0.11352	0.604922	0.033385
18	57646555	57646892	MSTRG.12013.2	0.330673	0.0	0.051239	0.659275	0.0	0.0	0.0	0.079725	0.057129	0.0	0.055189	0.0	0.0	0.287739	0.053003	0.0	1.900854	0.145541	0.022869	0.0	0.107451	0.014789	0.0	0.0
18	57595185	57595256	MSTRG.12019.1	0.863677	1.360073	0.306716	0.471705	0.141654	0.305632	0.0	0.0	2.721043	0.045343	0.847508	0.441642	0.0	0.009261	0.579093	0.0	1.646699	1.37065	0.0	0.183294	0.794081	0.68668	0.864246	0.00964
18	57632954	57633103	MSTRG.12022.1	6.942404	1.872447	0.44389	0.976007	13.032988	8.514818	0.0	1.177002	9.536896	3.645117	13.760723	47.016468	1.649166	16.412317	3.882297	2.862795	5.710403	4.114482	0.879622	13.373222	13.642564	2.303048	3.254187	8.041191
18	57845057	57846062	MSTRG.12026.1	0.0	1.02725	0.0	0.0	0.0	10.809502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.368668	0.0	0.0	0.0
1	124758539	124758709	MSTRG.1203.1	0.0	11.813962	0.0	1.580046	0.0	0.723754	0.0	0.0	0.0	0.0	1.019363	0.0	0.0	0.0	0.0	0.0	0.186167	0.0	3.347365	0.0	0.0	0.84311	0.669685	0.0
18	57988176	57988200	MSTRG.12035.2	0.0	1.167973	0.0	0.002699	0.0	1.10532	0.0	0.0	0.0	0.051033	0.170389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.725634	0.010373	1.808568	0.158523	0.0	0.0
18	58204915	58205201	MSTRG.12044.1	0.0	5.075895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	58259745	58259888	MSTRG.12045.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.23004	0.0	0.720714	0.0	0.0	0.0	0.0	0.0
18	58154007	58154510	MSTRG.12048.1	0.561812	0.229539	2.458297	3.160097	0.146647	8.459382	0.0	0.0	0.0	0.731754	2.659024	4.709263	0.0	0.105595	0.410145	0.915706	0.450533	0.557324	1.367362	0.914278	5.259748	2.44861	0.67328	4.28814
1	125465547	125465886	MSTRG.1205.1	0.0	4.81211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.011708	0.0	0.0	0.0
18	58322120	58322287	MSTRG.12051.1	0.0	4.364157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285938
18	58483262	58483298	MSTRG.12058.1	0.0	1.604228	0.0	0.0	0.0	1.544784	0.0	0.0	0.0	0.0	5.898682	0.0	0.0	0.0	0.0	26.792812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	58511155	58511285	MSTRG.12061.1	0.664688	1.736207	0.657972	1.113999	0.0	0.0	0.0	0.0	3.384892	0.095376	0.778984	0.0	1.079597	1.620354	2.373312	0.0	1.911827	8.11389	0.0	0.323847	1.533807	9.394262	0.72276	0.426971
18	58510794	58511154	MSTRG.12061.2	0.764713	0.509727	0.0	0.0	0.0	0.0	0.0	0.0	9.862926	0.0	0.815204	0.0	4.871876	0.0	2.043001	0.0	1.209955	3.321835	0.0	0.180635	0.0	7.386289	0.955866	0.033801
18	58457248	58457359	MSTRG.12064.1	1.283566	0.621053	0.893459	2.943792	0.259874	5.363734	0.0	0.502434	1.286991	0.0	2.790587	0.0	4.333413	5.647155	0.348724	0.0	2.394845	2.283167	1.330614	4.246322	2.99953	5.880405	0.894694	3.521172
18	58471900	58474241	MSTRG.12066.1	2.113003	1.913236	0.255428	0.139562	0.0	0.0	0.0	2.150758	3.620429	0.102292	3.174055	0.0	10.373652	0.0	1.064646	0.0	5.554569	0.83301	0.0	1.074294	0.217201	2.341988	0.157143	2.662526
18	58537930	58538244	MSTRG.12069.1	0.360046	0.887644	0.390345	0.176165	0.0	0.0	0.0	0.0	12.672345	0.0	0.0	0.0	0.0	0.0	2.088168	0.0	0.493919	1.750878	0.0	0.0	0.0	0.769424	1.68432	0.0
18	58681844	58682089	MSTRG.12072.36	0.0	0.0	0.110689	0.0	0.0	0.0	0.0	0.0	0.0	0.012053	0.687167	0.0	0.022824	0.0	0.0	0.0	0.010395	0.639315	0.0	0.003506	0.065769	0.004698	4.769456	0.133379
18	58682204	58682431	MSTRG.12072.41	0.0	0.364571	0.0	0.983565	0.0	0.78699	0.0	0.0	0.759494	0.064105	3.08079	0.0	2.243872	0.0	0.16894	0.0	0.111207	0.0	0.0	0.0	1.907823	0.0	0.0	0.325486
18	58701258	58701740	MSTRG.12072.42	0.038426	2.88149	0.969698	0.586794	2.486656	5.428327	1.959701	0.0	0.0	1.742326	1.543349	1.131246	0.569349	2.448358	0.388122	0.323135	0.283472	0.119149	3.508527	0.626895	16.682587	0.481731	0.241651	1.510893
18	58701258	58701740	MSTRG.12072.43	0.0	0.0	0.0	0.0	0.06411	0.314574	0.0	0.0	0.195999	0.0	0.0	0.0	0.0	0.0	0.059617	0.0	0.0	0.0	0.0	0.315401	3.783869	0.0	0.0	0.112731
18	58601048	58601160	MSTRG.12072.6	0.0	0.0	0.0	0.688625	0.197893	0.142361	0.0	0.0	0.0	0.0	0.071964	0.0	0.144768	0.0	0.036479	0.0	0.0	0.0	0.0	0.0	0.0	0.033195	2.582287	0.010945
18	58682481	58682765	MSTRG.12073.1	0.0	0.0	0.0	2.814619	0.0	0.0	0.0	0.0	0.0	0.0	0.223293	0.0	5.270525	0.0	0.556887	0.0	0.0	0.0	0.0	0.0	3.146771	0.0	0.0	0.994429
18	58688179	58688999	MSTRG.12074.1	0.0	1.708712	0.0	0.338771	1.706824	0.604876	0.0	0.0	0.0	0.614511	0.910494	0.0	0.0	0.0	0.178088	0.0	0.0	0.0	3.401659	1.773651	2.401006	0.237575	0.730418	0.734982
18	58774913	58775005	MSTRG.12078.5	1.044603	5.487349	0.0	6.481159	0.607229	6.007715	0.0	0.186401	0.746217	0.888942	1.673766	0.702002	0.905674	0.312697	0.291188	0.0	2.276413	0.363453	8.624109	0.296138	0.434457	2.754376	0.144328	1.218361
18	58771953	58772011	MSTRG.12079.1	0.000639	0.38553	0.0	0.01175	0.0	0.0	0.0	0.0	0.0	6.934026	2.741532	9.110061	0.0	0.0	0.0	0.0	0.785223	0.0	1.669487	0.17216	4.312788	0.858734	0.0	0.16564
18	58769198	58770668	MSTRG.12079.2	0.0	0.0	0.0	0.011322	0.0	0.0	0.0	0.0	0.0	3.558094	0.826543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.899898	0.0	0.0	1.094668	0.0	0.127143
18	58788784	58788898	MSTRG.12079.3	0.361651	0.402754	0.0	0.63966	0.0	0.372328	0.0	0.0	0.0	0.076202	0.392099	0.0	0.0	0.0	0.0	0.0	0.174311	0.0	0.933517	0.0	0.0	0.33855	0.078734	0.102404
18	58771648	58771868	MSTRG.12079.6	0.0	0.108069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	58903754	58903903	MSTRG.12082.1	2.274791	24.631979	8.023543	1.77525	6.385089	6.710589	0.0	0.0	1.285903	0.93063	2.929558	0.0	2.384901	2.556339	1.213531	0.0	4.863059	1.566661	4.869335	0.0	2.797157	4.032222	5.101683	5.987416
18	58903754	58903903	MSTRG.12082.2	0.0	5.393443	0.0	0.0	0.0	9.09963	0.0	0.0	0.0	0.0	8.719054	0.0	0.0	0.881952	0.60464	0.0	0.344241	0.0	0.0	0.0	6.364866	0.0	0.0	5.099584
18	58888385	58888712	MSTRG.12083.1	0.391711	45.344296	0.0	0.136049	0.0	3.977632	0.0	0.0	0.0	0.0	3.736279	0.0	0.0	1.854154	0.0	0.0	0.497357	0.0	2.549987	0.553934	1.983416	0.104171	0.0	0.739099
18	58907542	58907722	MSTRG.12085.4	0.0	0.037349	0.0	0.0234	0.094031	0.273203	0.0	0.0	2.16417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159363	0.179939	0.025434	0.0	0.0	0.117325	0.0	0.001293
18	58929059	58931290	MSTRG.12086.1	0.0	7.077331	0.036691	0.026288	0.0	0.083299	0.0	0.0	0.387637	0.0	0.028703	0.0	0.0	0.0	0.0	0.0	0.244598	0.095843	0.069989	0.0	0.097384	0.0	0.0	0.0
18	59342745	59343709	MSTRG.12091.3	18.578032	5.236112	0.0	0.399377	0.377849	0.397494	0.0	0.45305	0.443487	0.568798	1.992866	0.402865	0.525326	2.975276	1.013675	0.0	1.30426	1.383846	0.0	0.624407	1.780822	1.388752	1.123635	0.974062
18	59342745	59343709	MSTRG.12091.4	0.977583	1.328401	1.517117	0.258265	1.937326	2.768365	0.0	0.0	0.754683	0.634071	1.613122	0.408637	0.461644	0.277425	1.498259	0.0	3.214906	3.726284	3.400031	0.471318	2.669551	0.529434	2.829993	4.496017
18	59551053	59556911	MSTRG.12093.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187277
18	59395496	59395718	MSTRG.12094.1	0.0	5.431068	0.0	0.046334	1.055546	0.682806	0.0	0.0	0.0	0.304377	0.0	0.0	0.0	0.0	0.0	0.198474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	59420214	59420290	MSTRG.12095.1	0.0	0.0	0.0	1.03861	0.0	4.871771	0.0	0.0	0.0	0.423562	0.646133	0.0	9.19591	0.0	0.0	0.0	0.0	0.0	2.678335	0.0	0.0	4.666512	0.0	0.650774
18	59538733	59538909	MSTRG.12096.2	1.094945	0.0	0.0	1.693892	0.0	11.139948	0.0	0.0	0.0	2.785638	2.791094	8.497947	1.763072	0.869399	0.0	2.085645	1.431421	1.058571	6.887503	0.34182	0.0	1.50837	1.851573	3.267509
18	59446907	59449902	MSTRG.12096.3	0.0	0.0	0.0	0.112251	0.0	0.0	0.0	0.0	0.0	0.238458	0.164307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.028412	0.0	0.0	0.0	0.0	0.0
18	59458596	59458803	MSTRG.12097.1	0.0	0.0	0.022404	0.0	0.004462	0.01572	0.0	0.028693	0.0	0.0	0.184207	0.0	0.0	0.09084	0.006145	0.0	0.0	2.139034	0.126913	0.0	0.135553	0.07264	0.050332	0.003191
18	59458596	59459766	MSTRG.12097.10	0.001056	0.085844	0.823166	0.083656	0.040164	0.19648	0.0	0.284008	0.0	0.02118	0.500216	0.041432	0.0	0.11967	0.0	0.0	2.590778	3.251396	0.036536	0.0	0.011636	0.013382	0.01322	0.004598
18	59458680	59458937	MSTRG.12097.11	0.0	0.092227	0.0	0.0	0.166636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013321	0.0	0.0	0.0	0.0	0.006487	0.0	0.0	0.0	0.0	0.0
18	59549185	59549315	MSTRG.12097.13	0.0	0.0	0.0	0.350988	0.497682	0.049256	0.0	0.0	0.554271	0.033901	0.144737	0.0	0.0	0.0	0.0	0.0	0.014692	0.017236	0.181429	0.001165	0.013817	0.0	0.330888	0.313937
18	59458764	59458937	MSTRG.12097.14	0.0	0.021139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.448816	0.0	0.0	0.0	0.0	0.0	0.476134	0.216618	0.042514	0.0	0.296143	0.0	0.0	0.083678
18	59458223	59458937	MSTRG.12097.15	0.0	0.129635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061748	0.0	0.0	0.0	0.0	0.015278	0.0	0.112845
18	59458596	59458937	MSTRG.12097.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275098	0.0	0.0	0.0	0.0	0.0	0.0	0.202464
18	59458764	59459766	MSTRG.12097.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023558	0.0	0.0	0.0	0.0	0.0	0.0	0.073908	0.0	0.0	0.056198	0.0	0.0	0.516571	0.0
18	59457924	59458937	MSTRG.12097.19	0.013122	5e-06	0.0	0.226206	0.000359	1.4e-05	0.0	0.0	0.0	0.133199	0.154587	0.0	0.0	0.0	0.0	0.0	0.024858	1.119671	1.2e-05	0.0	0.011576	0.0	0.0	0.112791
18	59459294	59459766	MSTRG.12097.2	0.525565	2.502882	0.0	0.026504	0.011106	0.132568	0.0	0.0	0.534831	0.634048	6.66151	0.928746	5.952761	0.320519	1.076113	0.0	4.787881	0.67289	0.231891	0.501531	2.306313	0.011675	6.160041	0.915046
18	59458596	59458763	MSTRG.12097.20	0.0	0.0	0.0	0.007413	0.0	0.0	0.0	0.0	0.0	0.065058	0.0	0.0	0.0	0.0	0.0	0.0	0.003127	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	59458596	59458763	MSTRG.12097.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.775893	0.064046	0.03817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181334	0.0	0.0	0.0
18	59550025	59550479	MSTRG.12097.22	0.052501	0.074282	1.124943	1.429242	3.790304	0.271623	0.0	0.677895	0.0	0.175272	3.825279	0.0	0.0	0.649222	1.784098	0.0	1.998295	0.801657	0.815357	1.396685	0.181467	0.907847	0.0	1.817945
18	59549773	59550479	MSTRG.12097.23	0.728415	0.098736	0.351115	0.607634	0.656125	0.091672	0.0	0.146898	0.183175	0.335271	4.60684	0.098987	0.654513	0.138161	0.765077	0.0	1.571225	2.378226	0.658154	0.062564	0.403495	0.369957	0.369788	0.861904
18	59550193	59550479	MSTRG.12097.24	0.686471	0.009345	0.227094	0.305864	0.440408	0.0	0.0	0.07072	0.0	0.0	0.2716	0.0	0.0	0.049359	0.26819	0.0	0.503829	0.0	0.0	0.0	0.725711	0.058483	0.0	0.099958
18	59549941	59550479	MSTRG.12097.25	1.678282	1.853274	0.0	0.240393	2.54574	0.024584	0.0	0.154454	3.149313	0.310507	1.627504	0.24573	0.0	0.123976	0.0	0.0	2.939596	0.350973	0.751615	0.0	0.0	0.377545	0.352478	0.456175
18	59550193	59550479	MSTRG.12097.26	0.0	0.0	0.0	0.061419	0.0	0.0	0.0	0.049151	0.0	0.0	0.049689	0.0	0.0	0.023837	0.0	0.0	0.082721	0.656094	0.171102	0.0	0.0	0.182461	0.0	0.263703
18	59550990	59551960	MSTRG.12097.27	1.65241	0.923231	2.085161	0.144474	1.059152	0.108898	0.0	0.321028	0.912467	1.464908	0.759821	0.092294	0.9392	0.034106	0.586404	0.0	2.059658	1.693323	0.415937	1.059391	0.697539	0.133419	4.195124	7.535732
18	59549605	59549668	MSTRG.12097.28	0.203053	0.159204	0.011607	0.063156	1.151662	0.09558	0.0	0.146073	1.721417	0.462946	0.342513	0.091573	0.060284	0.022686	0.003478	0.0	0.400647	0.194568	0.244974	0.111401	0.116112	0.045403	0.090344	0.123611
18	59550025	59550479	MSTRG.12097.29	1.721969	0.753626	0.373804	0.0	0.966023	0.0	0.0	0.527752	0.0	5.124838	2.129616	0.0	0.0	0.0	1.320845	0.0	0.369547	0.0	0.035165	0.265061	0.103927	0.026663	0.0	0.886618
18	59550193	59550479	MSTRG.12097.3	0.340881	0.025315	2.02146	0.069685	0.091879	0.098271	0.0	0.086591	0.033379	0.791238	0.560346	0.067135	0.157857	0.03028	0.868103	0.0	0.522615	0.326599	0.27266	0.209877	1.000008	0.132175	0.185917	0.564583
18	59550193	59550479	MSTRG.12097.30	0.0	0.0	0.0	0.047461	0.064817	0.0	0.0	0.0	0.0	0.09019	0.0	0.0	0.096595	0.0	0.098648	0.0	0.190522	0.0	0.0	0.0	0.0	0.0	0.392599	0.101722
18	59550109	59550479	MSTRG.12097.31	0.008721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414475	0.360393
18	59550193	59550479	MSTRG.12097.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.083547	0.0	0.0	0.026744	0.0	0.0	0.072268	0.384514	1.083668	0.0	0.0	0.06482	0.0	0.050196
18	59550193	59550479	MSTRG.12097.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024503	0.0	0.0	0.004423	0.453818	0.0	0.065361	0.570387	0.081824	0.018066	0.0	0.01404	0.0	0.10911
18	59550990	59551960	MSTRG.12097.34	0.0	0.10474	0.0	0.226362	0.0	0.0	0.0	0.0	0.0	0.002559	1.664651	0.0	0.0	0.084502	0.0	0.0	0.044448	0.172941	0.138448	0.0	1.414513	0.060435	0.0	0.557519
18	59550943	59551960	MSTRG.12097.35	0.0	0.461192	0.0	0.715608	0.0	0.0	0.0	0.0	0.0	0.003917	0.744837	0.0	0.0	0.532263	0.0	0.0	0.043364	0.677626	0.299765	0.0	0.401345	0.518313	0.0	0.660262
18	59458512	59458937	MSTRG.12097.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028366	0.0	0.000424	2.585772	0.0	0.0	0.0	0.0	0.0	0.222046
18	59458764	59458937	MSTRG.12097.5	0.0	0.0	0.0	0.000829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139834	0.0	0.0	0.000391	0.317505	0.0	0.0	0.093494	0.0	0.0	0.0
18	59458764	59459293	MSTRG.12097.6	0.241397	0.0	0.0	0.12109	0.085602	0.184439	0.0	0.0	0.0	0.131608	0.240179	0.0	0.0	0.0	0.065066	0.0	0.698259	0.505258	0.538488	0.103999	0.0	0.0	0.0	0.050046
18	59458512	59458937	MSTRG.12097.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207358	0.0	0.953548	0.0	0.0	0.156141	0.0	0.0	0.0	0.283048
18	59458307	59458511	MSTRG.12097.8	0.004924	0.0	0.314066	0.010808	0.054825	0.0	0.0	0.000725	0.0	0.00073	0.041972	0.026707	0.008876	0.0	0.0	0.0	0.176219	0.376786	0.000433	0.0	0.0	0.0	0.0	0.022782
18	59458456	59458937	MSTRG.12097.9	0.099821	0.097193	0.758111	0.033549	0.295589	0.136659	0.0	0.002274	0.0	0.065031	0.324666	0.0811	0.045451	0.458609	0.03433	0.0	2.291311	2.508404	0.095063	0.102588	0.0	0.0	0.121426	0.324879
18	59574693	59574764	MSTRG.12098.2	0.0	3.405601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.365456	0.0	0.0	0.0	0.0	0.0
18	59628796	59629046	MSTRG.12099.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008023	0.0	0.0	0.050645	0.007587	0.0	0.0	0.0	0.040745	0.0	0.004261
1	323077	323484	MSTRG.12.1	0.750233	0.268951	0.0	2.528578	0.066675	11.743438	2.813182	1.700563	0.0	1.290861	2.025017	0.728194	0.477525	0.17692	0.43041	0.140651	0.622191	0.261408	9.75466	0.0	0.344068	1.536628	0.061999	1.369009
18	59656024	59656521	MSTRG.12100.1	0.490711	0.763594	0.0	0.010904	0.0	0.065201	0.0	0.0	0.0	0.193522	0.148995	0.014383	0.0	0.0	0.000907	0.0	1.352853	2.084735	0.000779	0.0	0.00011	0.0	1e-06	0.008877
18	59656024	59658059	MSTRG.12100.10	0.028691	0.0	0.201156	0.038004	1.700099	0.0	0.0	0.0	0.071503	0.0	0.559727	0.0	0.0	0.646808	1.2e-05	0.0	1.944343	0.032414	0.196244	0.0	0.0	0.000434	0.0	0.200184
18	59656024	59658059	MSTRG.12100.11	0.0	0.0	0.0	0.012876	0.062818	0.0	0.0	0.0	0.0	0.007953	0.024941	0.0	0.0	0.109732	0.0	0.0	0.879263	0.591233	0.0	0.0	0.089456	0.0	0.0	0.32963
18	59656024	59658059	MSTRG.12100.12	0.023137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077729	0.021815	0.198363	0.0	0.0	0.0	0.02563	0.0	1.193313	0.0	0.0	0.0	0.0	0.0	0.0	0.178907
18	59656024	59658059	MSTRG.12100.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.090231	0.0	0.0	0.0	0.0	0.0	0.183235	0.282955	0.0	0.0	0.0	0.0	0.0	0.271402
18	59656441	59658059	MSTRG.12100.14	0.0	0.0	0.16738	0.0	0.325962	0.26143	0.0	0.0	0.0	0.080762	0.084003	0.0	0.0	0.857656	0.0	0.0	0.588688	0.26914	0.960806	0.326399	0.040401	0.080789	0.0	0.012359
18	59656108	59658059	MSTRG.12100.15	0.0	0.0	1.57935	0.025923	0.736368	0.0	0.0	0.0	0.387912	0.342785	0.485932	0.0	0.0	0.0	0.422625	2.771341	4.038584	7.779024	5e-06	0.291997	0.178528	0.0	11.587425	0.655296
18	59656024	59656356	MSTRG.12100.16	0.0	0.0	0.0	0.025984	0.403423	0.0	0.0	0.0	0.0	0.072645	0.016193	0.0	0.0	0.0	0.0	0.0	3.642395	0.229436	0.000272	0.0	0.158294	0.0	0.0	0.119507
18	59656108	59658059	MSTRG.12100.17	0.677451	5.243537	0.8541	3.7e-05	1.709943	0.77722	0.0	0.0	0.531788	0.532981	2.354683	10.355767	0.357939	0.872968	0.839943	0.029352	3.253551	1.545556	0.702859	0.416426	0.008392	0.343102	0.076994	0.337718
18	59656441	59658059	MSTRG.12100.18	0.0	0.0	0.0	0.107165	0.0	0.0	0.0	0.0	0.0	0.0	2.5e-05	0.0	0.0	0.0	0.0	0.0	0.104169	0.007411	0.0	0.0	0.0	0.0	0.0	0.470491
18	59656441	59658059	MSTRG.12100.2	0.159417	0.057086	2.121019	0.089356	0.123513	0.044384	0.0	0.027264	0.068182	0.253823	1.815999	0.216098	0.029852	0.934513	0.993384	0.183477	7.032686	4.351861	1.116102	0.033421	0.297261	0.013761	3.331231	1.769326
18	59656441	59658059	MSTRG.12100.20	0.0	0.0	0.038025	0.0	0.023679	0.0	0.0	0.208192	0.0	0.043337	0.025938	0.0	0.0	0.114117	0.0	0.0	0.331637	1.134562	0.0	0.397533	0.0	0.0	0.0	0.140395
18	59656192	59658059	MSTRG.12100.21	0.0	0.0	0.0	0.007368	0.0	0.0	0.0	0.0	0.0	0.023153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.265655
18	59656024	59656248	MSTRG.12100.3	0.0	0.0	0.0	0.0	0.635301	0.203078	0.0	0.0	0.0	0.004686	0.04531	0.0	0.0	1.307986	0.0	0.0	3.146343	0.584526	0.094721	0.0	0.138994	0.0	0.0	0.000114
18	59655184	59658059	MSTRG.12100.5	3.084495	0.139624	5.072116	1.039979	0.936168	0.508327	0.0	0.048543	0.217562	0.639459	1.199908	0.190105	0.025672	2.596035	0.448415	0.120126	3.865715	13.421901	0.097981	0.080363	0.535975	0.001462	5.514661	1.390724
18	59655940	59658059	MSTRG.12100.6	0.107892	0.0	0.000324	0.095165	0.008601	0.100569	0.0	0.00139	0.006574	0.032084	0.000759	5.802983	0.0	0.0	0.32155	0.0	4.05492	0.0	0.000249	0.0	0.0	0.918288	1.534595	0.402857
18	59656441	59658059	MSTRG.12100.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016058	0.0	0.0	0.0	0.284444	0.0	0.0	0.0	0.0	0.0	0.0	1.472354	0.0	0.0	0.0
18	59656522	59658059	MSTRG.12100.8	0.02104	0.0	0.0	0.059629	0.0	0.0	0.0	0.0	0.0	0.035024	0.047075	0.0	0.0	0.537848	0.0	0.0	0.666766	0.0	0.0	0.0	0.0	0.011565	0.0	0.479071
18	59656192	59658059	MSTRG.12100.9	0.685555	0.0	2.9e-05	0.045045	0.0	0.0	0.0	0.0	0.0	0.125473	0.454515	0.0	0.0	0.0	7e-06	0.0	1.84038	0.0	2e-06	0.0	0.0	0.0	0.0	1.058283
1	125563647	125564347	MSTRG.1210.1	0.423714	0.0	0.0	0.377871	0.79844	1.411466	0.0	0.791382	1.237801	0.58013	1.561162	0.0	0.63697	0.672888	0.098141	1.203236	0.555604	0.49026	1.49152	0.630671	39.047279	0.435609	0.0	0.58594
18	59804904	59804943	MSTRG.12102.1	0.009936	0.528879	0.0	0.0	0.01458	0.021012	0.0	0.0	0.004572	0.025052	0.001204	0.0	0.0	0.026323	0.000337	0.0	0.090399	0.074145	0.175602	0.0	0.0	0.019369	0.0	0.060687
18	59805443	59807096	MSTRG.12103.1	0.303841	0.448982	0.0	0.004273	0.491134	0.002595	0.0	0.0	0.144444	0.669619	0.463573	1.05743	0.233392	0.573179	0.203244	0.0	1.037863	4.88557	0.20229	0.0	0.0	0.097741	0.0	13.306561
18	59830593	59830609	MSTRG.12103.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.379768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	59805744	59807096	MSTRG.12103.3	0.0	0.0	0.0	0.0	0.01299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001807
18	61855515	61855539	MSTRG.12111.1	0.0	6.978919	0.0	0.2318	3.054356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.280437	0.0	0.0	0.0	0.0	0.360924	0.0	0.0	0.0	0.0	0.0
18	61946329	61946566	MSTRG.12113.1	0.505269	6.903127	0.0	0.111367	1.224398	1.112683	0.0	0.0	1.107729	0.244171	1.756107	1.221935	0.36137	3.136155	0.229231	0.399822	0.308917	0.358845	1.149408	0.595054	1.412555	0.307345	0.357134	0.318135
18	62126763	62127013	MSTRG.12116.1	0.0	0.152024	0.0	0.0	0.081143	0.0	0.0	0.0	0.0	0.0	0.0	1.879566	0.0	0.0	0.0	0.0	0.047038	0.0	0.060722	0.0	0.0	0.060567	0.0	0.0
18	62143335	62143574	MSTRG.12117.1	0.0	36.007339	0.0	0.0	1.319479	1.968551	0.0	0.0	0.0	0.0	0.157213	0.0	0.0	0.267304	0.0	0.0	0.600603	0.0	1.072958	0.0	0.0	0.067992	0.0	0.0
18	62169386	62169690	MSTRG.12120.1	0.0	1.705687	0.0	0.0	0.0	0.585446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033353	0.0	0.0	0.224094
